sex,cause,age,val,upper,lower
Both,Substance use disorders,77,449.73214537107,616.82008282093,323.81247875415
Both,Substance use disorders,78,435.6253453275938,595.0057322201621,313.2328216745387
Both,Substance use disorders,79,421.92595265821996,573.6926836740327,302.27660602890563
Both,Substance use disorders,80,410.2007929195462,555.3777658661447,292.25243798629225
Both,Substance use disorders,81,402.0166916681703,542.5578074801026,284.46892371573995
Both,Substance use disorders,82,398.94047446069,537.72963719951,280.23466938629
Both,Substance use disorders,83,399.25362183830725,540.0162845504728,278.49492293253473
Both,Substance use disorders,84,400.1216338488555,545.9200918351946,277.21462188682483
Both,Substance use disorders,85,401.437365308879,554.0068569014251,276.2319068148397
Both,Substance use disorders,86,403.0936710349224,562.8423775969135,275.3849182822583
Both,Substance use disorders,87,404.98340584353,570.99245176941,274.51179685476
Both,Substance use disorders,88,407.9778775581932,577.834279916622,273.7230443571051
Both,Substance use disorders,89,412.66896415596017,584.3546502788066,273.11417484672535
Both,Substance use disorders,90,418.5303756837105,591.5337423175373,272.500847238307
Both,Substance use disorders,91,425.03582218832383,600.3517354943871,271.69872044653647
Both,Substance use disorders,92,431.65901371668,611.78880927093,270.5234533861
Both,Substance use disorders,93,438.58454186208417,630.0120139706054,267.70113119614365
Both,Substance use disorders,94,446.29511773135835,657.3443611357735,262.4447087472189
Both,Substance use disorders,95,454.7116306416574,691.9999720563892,255.30014955112037
Both,Substance use disorders,96,463.7549699101363,732.1929680224064,246.81341711964254
Both,Substance use disorders,97,473.34602485395,776.13747032378,237.53047496458004
Both,Substance use disorders,98,473.34602485395,776.13747032378,237.53047496458
Both,Substance use disorders,99,473.34602485395,776.13747032378,237.53047496458
Both,Substance use disorders,100,473.34602485395,776.13747032378,237.53047496458
Female,Cardiovascular diseases,0,28.54060528788,36.62886877209,22.56132879389
Female,Cardiovascular diseases,1,27.84009559059834,35.956999586710715,22.051717838612163
Female,Cardiovascular diseases,2,26.3871763381933,34.52551525290319,20.90975759527497
Female,Cardiovascular diseases,3,24.85748995428,32.97096550014,19.60951275608
Female,Cardiovascular diseases,4,22.95247384850392,31.013632974914223,17.794128216550597
Female,Cardiovascular diseases,5,20.780855791597276,28.75414293695596,15.576026418849242
Female,Cardiovascular diseases,6,18.944490539926996,26.75572434425222,13.66556350035577
Female,Cardiovascular diseases,7,18.04523284986,25.58160615479,12.77309559845
Female,Cardiovascular diseases,8,17.836031927377256,25.042708779639735,12.640781118156445
Female,Cardiovascular diseases,9,17.66990744717141,24.588063503104554,12.5373910707121
Female,Cardiovascular diseases,10,17.548819868676944,24.2380655930205,12.463200502815532
Female,Cardiovascular diseases,11,17.474729651328317,24.013110317223635,12.41848446116531
Female,Cardiovascular diseases,12,17.44959725456,23.93359294355,12.40351799246
Female,Cardiovascular diseases,13,17.939288666011375,24.54150043703715,12.736332237677056
Female,Cardiovascular diseases,14,19.21500394707573,26.12132917407225,13.61153988827197
Female,Cardiovascular diseases,15,20.986704667818394,28.307238539515776,14.844288316660357
Female,Cardiovascular diseases,16,22.964352398304705,30.733387918228196,16.249724895257827
Female,Cardiovascular diseases,17,24.8579087086,33.03393669507,17.64299699648
Female,Cardiovascular diseases,18,26.613014043580254,35.145379906928426,19.000132236036244
Female,Cardiovascular diseases,19,28.3919026820987,37.274010383083485,20.435544719109025
Female,Cardiovascular diseases,20,30.22942694518658,39.458684196984734,21.97196155232363
Female,Cardiovascular diseases,21,32.16043915387513,41.73825742208173,23.632109842305336
Female,Cardiovascular diseases,22,34.2197916291956,44.15158613182404,25.438716695679407
Female,Cardiovascular diseases,23,36.44233669217922,46.73752639966123,27.414509219071128
Female,Cardiovascular diseases,24,38.86292666385723,49.53493429904285,29.58221451910577
Female,Cardiovascular diseases,25,41.516413865260866,52.58266590341848,31.96455970240861
Female,Cardiovascular diseases,26,44.43765061742138,55.91957728623767,34.58427187560493
Female,Cardiovascular diseases,27,47.66148924137,59.58452452095,37.464078145319995
Female,Cardiovascular diseases,28,51.62212626070924,63.92576739140694,41.13095198373073
Female,Cardiovascular diseases,29,56.586345124729206,69.19409264405111,45.88046435944676
Female,Cardiovascular diseases,30,62.33787854299255,75.28214679621883,51.38823862374243
Female,Cardiovascular diseases,31,68.66045922506193,82.08257636524637,57.32989812789206
Female,Cardiovascular diseases,32,75.33781988049999,89.48802786847,63.381066223169995
Female,Cardiovascular diseases,33,82.13554478370652,97.48671608762997,69.15993466477612
Female,Cardiovascular diseases,34,89.34296532276325,106.41702712342014,74.94347749470771
Female,Cardiovascular diseases,35,97.52943487775572,116.69686447160736,81.39549149443526
Female,Cardiovascular diseases,36,107.26430682876945,128.74413162795835,89.17977344542919
Female,Cardiovascular diseases,37,119.11693455589,142.97673208824,98.96012012916
Female,Cardiovascular diseases,38,136.98449963855398,162.5255927932263,115.43899643345324
Female,Cardiovascular diseases,39,162.20004642817855,188.6446000669439,140.04073666552722
Female,Cardiovascular diseases,40,191.48672246282015,218.93609648003834,168.51194173594163
