cause_id,cause_name,level,icd10_start,icd10_end
639,Other musculoskeletal disorders,3,M20,M25.9
639,Other musculoskeletal disorders,3,M30,M32.9
639,Other musculoskeletal disorders,3,M34,M36.8
639,Other musculoskeletal disorders,3,M40,M43.9
639,Other musculoskeletal disorders,3,M45,M47.01
639,Other musculoskeletal disorders,3,M47.014,M47.014
639,Other musculoskeletal disorders,3,M47.02,M47.10
639,Other musculoskeletal disorders,3,M47.14,M47.14
639,Other musculoskeletal disorders,3,M47.2,M47.20
639,Other musculoskeletal disorders,3,M47.24,M47.24
639,Other musculoskeletal disorders,3,M47.8,M47.81
639,Other musculoskeletal disorders,3,M47.814,M47.814
639,Other musculoskeletal disorders,3,M47.819,M47.891
639,Other musculoskeletal disorders,3,M47.895,M47.895
639,Other musculoskeletal disorders,3,M47.9,M48.00
639,Other musculoskeletal disorders,3,M48.04,M48.04
639,Other musculoskeletal disorders,3,M48.1,M48.11
639,Other musculoskeletal disorders,3,M48.15,M48.15
639,Other musculoskeletal disorders,3,M48.2,M48.20
639,Other musculoskeletal disorders,3,M48.24,M48.24
639,Other musculoskeletal disorders,3,M48.3,M48.30
639,Other musculoskeletal disorders,3,M48.34,M48.34
639,Other musculoskeletal disorders,3,M48.4,M48.40
639,Other musculoskeletal disorders,3,M48.44,M48.44
639,Other musculoskeletal disorders,3,M48.5,M48.50
639,Other musculoskeletal disorders,3,M48.54,M48.54
639,Other musculoskeletal disorders,3,M48.8,M49
639,Other musculoskeletal disorders,3,M49.2,M49.80
639,Other musculoskeletal disorders,3,M49.84,M49.84
639,Other musculoskeletal disorders,3,M49.89,M49.89
639,Other musculoskeletal disorders,3,M51,M51.04
639,Other musculoskeletal disorders,3,M51.1,M51.14
639,Other musculoskeletal disorders,3,M51.2,M51.24
639,Other musculoskeletal disorders,3,M51.3,M51.34
639,Other musculoskeletal disorders,3,M51.4,M51.44
639,Other musculoskeletal disorders,3,M51.8,M51.84
639,Other musculoskeletal disorders,3,M51.9,M51.9
639,Other musculoskeletal disorders,3,M53,M53
639,Other musculoskeletal disorders,3,M53.2,M53.2
639,Other musculoskeletal disorders,3,M53.8,M53.80
639,Other musculoskeletal disorders,3,M53.84,M53.84
639,Other musculoskeletal disorders,3,M53.9,M54.00
639,Other musculoskeletal disorders,3,M54.04,M54.04
639,Other musculoskeletal disorders,3,M54.1,M54.10
639,Other musculoskeletal disorders,3,M54.14,M54.14
639,Other musculoskeletal disorders,3,M54.6,M54.8
639,Other musculoskeletal disorders,3,M54.89,M54.9
639,Other musculoskeletal disorders,3,M61,M63.89
639,Other musculoskeletal disorders,3,M65,M68.8
639,Other musculoskeletal disorders,3,M70,M72.4
639,Other musculoskeletal disorders,3,M72.8,M73
639,Other musculoskeletal disorders,3,M75,M77.9
639,Other musculoskeletal disorders,3,M79,M79.676
639,Other musculoskeletal disorders,3,M79.8,M87.09
639,Other musculoskeletal disorders,3,M87.2,M89.59
639,Other musculoskeletal disorders,3,M89.7,M95.9
639,Other musculoskeletal disorders,3,M99,M99.00
639,Other musculoskeletal disorders,3,M99.02,M99.02
639,Other musculoskeletal disorders,3,M99.05,M99.10
639,Other musculoskeletal disorders,3,M99.12,M99.12
639,Other musculoskeletal disorders,3,M99.15,M99.20
639,Other musculoskeletal disorders,3,M99.22,M99.22
639,Other musculoskeletal disorders,3,M99.25,M99.30
639,Other musculoskeletal disorders,3,M99.32,M99.32
639,Other musculoskeletal disorders,3,M99.35,M99.40
639,Other musculoskeletal disorders,3,M99.42,M99.42
639,Other musculoskeletal disorders,3,M99.45,M99.50
639,Other musculoskeletal disorders,3,M99.52,M99.52
639,Other musculoskeletal disorders,3,M99.55,M99.60
639,Other musculoskeletal disorders,3,M99.62,M99.62
639,Other musculoskeletal disorders,3,M99.65,M99.70
639,Other musculoskeletal disorders,3,M99.72,M99.72
639,Other musculoskeletal disorders,3,M99.75,M99.80
639,Other musculoskeletal disorders,3,M99.82,M99.82
639,Other musculoskeletal disorders,3,M99.85,M99.9
640,Other non-communicable diseases,2,B37.3,B37.49
640,Other non-communicable diseases,2,C7A00,C7B8
640,Other non-communicable diseases,2,D25,D26
640,Other non-communicable diseases,2,D3A00,D3A8
640,Other non-communicable diseases,2,D55,D61.9
640,Other non-communicable diseases,2,D64,D69.49
640,Other non-communicable diseases,2,D69.6,D70.0
640,Other non-communicable diseases,2,D70.4,D77
640,Other non-communicable diseases,2,D79,D85
640,Other non-communicable diseases,2,D86.8,D86.8
640,Other non-communicable diseases,2,D86.82,D86.84
640,Other non-communicable diseases,2,D86.86,D86.89
640,Other non-communicable diseases,2,D87,D89.2
640,Other non-communicable diseases,2,D89.8,D89.8
640,Other non-communicable diseases,2,D89.82,D99
640,Other non-communicable diseases,2,E03,E03.1
640,Other non-communicable diseases,2,E03.3,E06.3
640,Other non-communicable diseases,2,E06.5,E07.9
640,Other non-communicable diseases,2,E15,E16
640,Other non-communicable diseases,2,E16.1,E23.0
640,Other non-communicable diseases,2,E23.2,E24.1
640,Other non-communicable diseases,2,E24.3,E24.3
640,Other non-communicable diseases,2,E24.8,E27.2
640,Other non-communicable diseases,2,E27.4,E34
640,Other non-communicable diseases,2,E34.1,E35.8
640,Other non-communicable diseases,2,E37,E39
640,Other non-communicable diseases,2,E47,E49.
640,Other non-communicable diseases,2,E62,E62
640,Other non-communicable diseases,2,E65,E66.09
640,Other non-communicable diseases,2,E66.2,E80.09
640,Other non-communicable diseases,2,E80.3,E85.9
640,Other non-communicable diseases,2,E88,E88.9
640,Other non-communicable diseases,2,E90,E998
640,Other non-communicable diseases,2,G71.2,G71.2
640,Other non-communicable diseases,2,K00,K08.499
640,Other non-communicable diseases,2,K08.8,K14.9
640,Other non-communicable diseases,2,M26,M27.9
640,Other non-communicable diseases,2,N10,N13.9
640,Other non-communicable diseases,2,N15,N15
640,Other non-communicable diseases,2,N15.1,N16.8
640,Other non-communicable diseases,2,N19.0,N29
640,Other non-communicable diseases,2,N29.1,N30.31
640,Other non-communicable diseases,2,N30.8,N46.02
640,Other non-communicable diseases,2,N46.022,N46.12
640,Other non-communicable diseases,2,N46.122,N49.1
640,Other non-communicable diseases,2,N49.8,N52.1
640,Other non-communicable diseases,2,N52.8,N59
640,Other non-communicable diseases,2,N61,N64.9
640,Other non-communicable diseases,2,N66,N69
640,Other non-communicable diseases,2,N72,N72.0
640,Other non-communicable diseases,2,N75,N81.9
640,Other non-communicable diseases,2,N83,N84
640,Other non-communicable diseases,2,N84.2,N86
640,Other non-communicable diseases,2,N88,N95.9
640,Other non-communicable diseases,2,N97,N98.9
640,Other non-communicable diseases,2,P96.0,P96.0
640,Other non-communicable diseases,2,Q00,Q15.9
640,Other non-communicable diseases,2,Q17,Q57
640,Other non-communicable diseases,2,Q63.3,Q63.3
640,Other non-communicable diseases,2,Q64,Q64.19
640,Other non-communicable diseases,2,Q65,Q99.9
640,Other non-communicable diseases,2,R30,R39.9
640,Other non-communicable diseases,2,R86,R87.9
641,Congenital birth defects,3,G71.2,G71.2
641,Congenital birth defects,3,P96.0,P96.0
641,Congenital birth defects,3,Q00,Q15.9
641,Congenital birth defects,3,Q17,Q57
641,Congenital birth defects,3,Q63.3,Q63.3
641,Congenital birth defects,3,Q64,Q64.19
641,Congenital birth defects,3,Q65,Q99.9
642,Neural tube defects,4,Q00,Q01.9
642,Neural tube defects,4,Q05,Q05.9
642,Neural tube defects,4,Q07.01,Q07.01
642,Neural tube defects,4,Q07.03,Q07.03
643,Congenital heart anomalies,4,Q20,Q27
643,Congenital heart anomalies,4,Q27.1,Q28.9
644,Orofacial clefts,4,Q35,Q37.9
645,Down syndrome,4,Q90,Q90.9
646,Turner syndrome,4,Q96,Q96.9
647,Klinefelter syndrome,4,Q98,Q98.9
648,Other chromosomal abnormalities,4,Q74.8,Q74.8
648,Other chromosomal abnormalities,4,Q75.1,Q75.1
648,Other chromosomal abnormalities,4,Q75.4,Q75.4
648,Other chromosomal abnormalities,4,Q75.8,Q75.8
648,Other chromosomal abnormalities,4,Q79.6,Q79.6
648,Other chromosomal abnormalities,4,Q87,Q87.89
648,Other chromosomal abnormalities,4,Q91,Q93.9
648,Other chromosomal abnormalities,4,Q95,Q95
648,Other chromosomal abnormalities,4,Q95.2,Q95.9
648,Other chromosomal abnormalities,4,Q97,Q97.9
648,Other chromosomal abnormalities,4,Q99,Q99.9
649,Congenital musculoskeletal and limb anomalies,4,Q65,Q65.2
649,Congenital musculoskeletal and limb anomalies,4,Q65.8,Q66.1
649,Congenital musculoskeletal and limb anomalies,4,Q68,Q68
649,Congenital musculoskeletal and limb anomalies,4,Q68.1,Q68.2
649,Congenital musculoskeletal and limb anomalies,4,Q68.6,Q74
649,Congenital musculoskeletal and limb anomalies,4,Q74.1,Q74.3
649,Congenital musculoskeletal and limb anomalies,4,Q74.9,Q75.0
649,Congenital musculoskeletal and limb anomalies,4,Q75.5,Q75.5
649,Congenital musculoskeletal and limb anomalies,4,Q75.9,Q76
649,Congenital musculoskeletal and limb anomalies,4,Q76.1,Q76.49
649,Congenital musculoskeletal and limb anomalies,4,Q76.8,Q79
649,Congenital musculoskeletal and limb anomalies,4,Q79.8,Q79.9
650,Urogenital congenital anomalies,4,P96.0,P96.0
650,Urogenital congenital anomalies,4,Q50,Q52.2
650,Urogenital congenital anomalies,4,Q52.4,Q52.4
650,Urogenital congenital anomalies,4,Q52.6,Q52.9
650,Urogenital congenital anomalies,4,Q54,Q55.2
650,Urogenital congenital anomalies,4,Q55.22,Q57
650,Urogenital congenital anomalies,4,Q64,Q64.19
651,Digestive congenital anomalies,4,Q38,Q38.0
651,Digestive congenital anomalies,4,Q38.3,Q38.4
651,Digestive congenital anomalies,4,Q38.6,Q43
651,Digestive congenital anomalies,4,Q43.1,Q45.8
651,Digestive congenital anomalies,4,Q79.0,Q79.59
652,Other congenital birth defects,4,G71.2,G71.2
652,Other congenital birth defects,4,Q02,Q04.9
652,Other congenital birth defects,4,Q06,Q07.00
652,Other congenital birth defects,4,Q07.02,Q07.02
652,Other congenital birth defects,4,Q07.8,Q07.9
652,Other congenital birth defects,4,Q10,Q15.9
652,Other congenital birth defects,4,Q17,Q18.9
652,Other congenital birth defects,4,Q27.0,Q27.0
652,Other congenital birth defects,4,Q30,Q34.9
652,Other congenital birth defects,4,Q38.1,Q38.2
652,Other congenital birth defects,4,Q38.5,Q38.5
652,Other congenital birth defects,4,Q43.0,Q43.0
652,Other congenital birth defects,4,Q45.9,Q45.9
652,Other congenital birth defects,4,Q52.3,Q52.3
652,Other congenital birth defects,4,Q52.5,Q52.5
652,Other congenital birth defects,4,Q53,Q53.9
652,Other congenital birth defects,4,Q55.20,Q55.21
652,Other congenital birth defects,4,Q63.3,Q63.3
652,Other congenital birth defects,4,Q65.3,Q65.6
652,Other congenital birth defects,4,Q66.2,Q67.8
652,Other congenital birth defects,4,Q68.0,Q68.0
652,Other congenital birth defects,4,Q68.3,Q68.5
652,Other congenital birth defects,4,Q74.0,Q74.0
652,Other congenital birth defects,4,Q75.2,Q75.3
652,Other congenital birth defects,4,Q76.0,Q76.0
652,Other congenital birth defects,4,Q76.5,Q76.7
652,Other congenital birth defects,4,Q80,Q86.8
652,Other congenital birth defects,4,Q89,Q89.8
652,Other congenital birth defects,4,Q95.0,Q95.1
594,Urinary diseases and male infertility,3,N10,N13.9
594,Urinary diseases and male infertility,3,N15,N15
594,Urinary diseases and male infertility,3,N15.1,N16.8
594,Urinary diseases and male infertility,3,N19.0,N29
594,Urinary diseases and male infertility,3,N29.1,N30.31
594,Urinary diseases and male infertility,3,N30.8,N46.02
594,Urinary diseases and male infertility,3,N46.022,N46.12
594,Urinary diseases and male infertility,3,N46.122,N49.1
594,Urinary diseases and male infertility,3,N49.8,N52.1
594,Urinary diseases and male infertility,3,N52.8,N59
594,Urinary diseases and male infertility,3,N66,N69
594,Urinary diseases and male infertility,3,N78,N79
594,Urinary diseases and male infertility,3,R86,R86.9
595,Urinary tract infections and interstitial nephritis,4,N10,N12.9
595,Urinary tract infections and interstitial nephritis,4,N13.6,N13.6
595,Urinary tract infections and interstitial nephritis,4,N15,N15
595,Urinary tract infections and interstitial nephritis,4,N15.1,N16.8
595,Urinary tract infections and interstitial nephritis,4,N30,N30.31
595,Urinary tract infections and interstitial nephritis,4,N30.8,N30.91
595,Urinary tract infections and interstitial nephritis,4,N34,N34.3
595,Urinary tract infections and interstitial nephritis,4,N39.0,N39.0
596,Urolithiasis,4,N20,N23.0
597,Benign prostatic hyperplasia,4,N40,N40.9
598,Male infertility,4,N46,N46.02
598,Male infertility,4,N46.022,N46.12
598,Male infertility,4,N46.122,N46.9
602,Other urinary diseases,4,N13,N13.5
602,Other urinary diseases,4,N13.7,N13.9
602,Other urinary diseases,4,N25,N29
602,Other urinary diseases,4,N29.1,N29.8
602,Other urinary diseases,4,N31,N33.8
602,Other urinary diseases,4,N35,N37.8
602,Other urinary diseases,4,N39,N39
602,Other urinary diseases,4,N39.1,N39.9
602,Other urinary diseases,4,N41,N45.9
602,Other urinary diseases,4,N47,N49.1
602,Other urinary diseases,4,N49.8,N52.1
602,Other urinary diseases,4,N52.8,N53.9
602,Other urinary diseases,4,R86,R86.9
603,Gynecological diseases,3,B37.3,B37.49
603,Gynecological diseases,3,D25,D26
603,Gynecological diseases,3,E28.2,E28.2
603,Gynecological diseases,3,N61,N64.9
603,Gynecological diseases,3,N72,N72.0
603,Gynecological diseases,3,N75,N77.8
603,Gynecological diseases,3,N80,N81.9
603,Gynecological diseases,3,N83,N84
603,Gynecological diseases,3,N84.2,N86
603,Gynecological diseases,3,N88,N95.9
603,Gynecological diseases,3,N97,N98.9
603,Gynecological diseases,3,R30,R39.9
603,Gynecological diseases,3,R87,R87.9
604,Uterine fibroids,4,D25,D26
605,Polycystic ovarian syndrome,4,E28.2,E28.2
606,Female infertility,4,N97,N98.9
607,Endometriosis,4,N80,N80.9
608,Genital prolapse,4,N81,N81.9
609,Premenstrual syndrome,4,N85.0,N85.1
609,Premenstrual syndrome,4,N92,N93.9
609,Premenstrual syndrome,4,N94.3,N94.3
609,Premenstrual syndrome,4,N95.0,N95.0
612,Other gynecological diseases,4,B37.3,B37.49
612,Other gynecological diseases,4,N61,N64.9
612,Other gynecological diseases,4,N72,N72.0
612,Other gynecological diseases,4,N75,N77.8
612,Other gynecological diseases,4,N83,N84
612,Other gynecological diseases,4,N84.2,N85
612,Other gynecological diseases,4,N85.2,N86
612,Other gynecological diseases,4,N88,N91.5
612,Other gynecological diseases,4,N94,N94.2
612,Other gynecological diseases,4,N94.4,N95
612,Other gynecological diseases,4,N95.1,N95.9
612,Other gynecological diseases,4,R30,R39.9
612,Other gynecological diseases,4,R87,R87.9
613,Hemoglobinopathies and hemolytic anemias,3,D55,D61.9
613,Hemoglobinopathies and hemolytic anemias,3,D64,D64.8
614,Thalassemias,4,D56,D56.3
614,Thalassemias,4,D56.5,D56.9
614,Thalassemias,4,D57.4,D57.419
615,Sickle cell disorders,4,D57,D57.3
615,Sickle cell disorders,4,D57.8,D57.819
616,G6PD deficiency,4,D55,D55.2
618,Other hemoglobinopathies and hemolytic anemias,4,D55.3,D55.9
618,Other hemoglobinopathies and hemolytic anemias,4,D56.4,D56.4
618,Other hemoglobinopathies and hemolytic anemias,4,D58,D61.9
618,Other hemoglobinopathies and hemolytic anemias,4,D64,D64.8
619,"Endocrine, metabolic, blood, and immune disorders",3,C7A00,C7B8
619,"Endocrine, metabolic, blood, and immune disorders",3,D3A00,D3A8
619,"Endocrine, metabolic, blood, and immune disorders",3,D66,D69.49
619,"Endocrine, metabolic, blood, and immune disorders",3,D69.6,D70.0
619,"Endocrine, metabolic, blood, and immune disorders",3,D70.4,D77
619,"Endocrine, metabolic, blood, and immune disorders",3,D79,D85
619,"Endocrine, metabolic, blood, and immune disorders",3,D86.8,D86.8
619,"Endocrine, metabolic, blood, and immune disorders",3,D86.82,D86.84
619,"Endocrine, metabolic, blood, and immune disorders",3,D86.86,D86.89
619,"Endocrine, metabolic, blood, and immune disorders",3,D87,D89.2
619,"Endocrine, metabolic, blood, and immune disorders",3,D89.8,D89.8
619,"Endocrine, metabolic, blood, and immune disorders",3,D89.82,D99
619,"Endocrine, metabolic, blood, and immune disorders",3,E03,E03.1
619,"Endocrine, metabolic, blood, and immune disorders",3,E03.3,E06.3
619,"Endocrine, metabolic, blood, and immune disorders",3,E06.5,E07.9
619,"Endocrine, metabolic, blood, and immune disorders",3,E15,E16
619,"Endocrine, metabolic, blood, and immune disorders",3,E16.1,E23.0
619,"Endocrine, metabolic, blood, and immune disorders",3,E23.2,E24.1
619,"Endocrine, metabolic, blood, and immune disorders",3,E24.3,E24.3
619,"Endocrine, metabolic, blood, and immune disorders",3,E24.8,E27.2
619,"Endocrine, metabolic, blood, and immune disorders",3,E27.4,E28.1
619,"Endocrine, metabolic, blood, and immune disorders",3,E28.3,E34
619,"Endocrine, metabolic, blood, and immune disorders",3,E34.1,E35.8
619,"Endocrine, metabolic, blood, and immune disorders",3,E37,E39
619,"Endocrine, metabolic, blood, and immune disorders",3,E47,E49.
619,"Endocrine, metabolic, blood, and immune disorders",3,E62,E62
619,"Endocrine, metabolic, blood, and immune disorders",3,E65,E66.09
619,"Endocrine, metabolic, blood, and immune disorders",3,E66.2,E80.09
619,"Endocrine, metabolic, blood, and immune disorders",3,E80.3,E85.9
619,"Endocrine, metabolic, blood, and immune disorders",3,E88,E88.9
619,"Endocrine, metabolic, blood, and immune disorders",3,E90,E998
680,Oral disorders,3,K00,K08.499
680,Oral disorders,3,K08.8,K14.9
680,Oral disorders,3,M26,M27.9
682,Caries of permanent teeth,4,K02,K02.9
683,Periodontal diseases,4,K05,K06.9
684,Edentulism,4,K08.0,K08.499
685,Other oral disorders,4,K00,K01.1
685,Other oral disorders,4,K03,K04.99
685,Other oral disorders,4,K07,K08
685,Other oral disorders,4,K08.8,K14.9
685,Other oral disorders,4,M26,M27.9
688,Transport injuries,2,V00,V99.0
688,Transport injuries,2,W47,W47.
689,Road injuries,3,V01,V04.99
689,Road injuries,3,V06,V80.929
689,Road injuries,3,V82,V82.9
689,Road injuries,3,V87.2,V87.3
690,Pedestrian road injuries,4,V01,V04.99
690,Pedestrian road injuries,4,V06,V09.9
691,Cyclist road injuries,4,V10,V19.9
692,Motorcyclist road injuries,4,V20,V29.9
693,Motor vehicle road injuries,4,V30,V79.9
693,Motor vehicle road injuries,4,V87.2,V87.3
694,Other road injuries,4,V80,V80.929
694,Other road injuries,4,V82,V82.9
695,Other transport injuries,3,V00,V00.898
695,Other transport injuries,3,V05,V05.99
695,Other transport injuries,3,V81,V81.9
695,Other transport injuries,3,V83,V86.99
695,Other transport injuries,3,V88.2,V88.3
695,Other transport injuries,3,V90,V98.8
696,Unintentional injuries,2,D69.5,D69.59
696,Unintentional injuries,2,D70.1,D70.2
696,Unintentional injuries,2,D78,D78.89
696,Unintentional injuries,2,D89.81,D89.813
696,Unintentional injuries,2,E03.2,E03.2
696,Unintentional injuries,2,E06.4,E06.4
696,Unintentional injuries,2,E09,E09.9
696,Unintentional injuries,2,E16.0,E16.0
696,Unintentional injuries,2,E23.1,E23.1
696,Unintentional injuries,2,E24.2,E24.2
696,Unintentional injuries,2,E27.3,E27.3
696,Unintentional injuries,2,E36,E36.8
696,Unintentional injuries,2,E66.1,E66.1
696,Unintentional injuries,2,E86.02,E87.99
696,Unintentional injuries,2,E89,E89.9
696,Unintentional injuries,2,G21.0,G21.19
696,Unintentional injuries,2,G24.0,G24.09
696,Unintentional injuries,2,G25.1,G25.1
696,Unintentional injuries,2,G25.4,G25.4
696,Unintentional injuries,2,G25.6,G25.79
696,Unintentional injuries,2,G62.0,G62.0
696,Unintentional injuries,2,G72.0,G72.0
696,Unintentional injuries,2,G93.7,G93.7
696,Unintentional injuries,2,G96.0,G96.0
696,Unintentional injuries,2,G96.11,G96.11
696,Unintentional injuries,2,G97,G97.9
696,Unintentional injuries,2,H02.81,H02.819
696,Unintentional injuries,2,H05.33,H05.339
696,Unintentional injuries,2,H05.42,H05.53
696,Unintentional injuries,2,H44.6,H44.799
696,Unintentional injuries,2,H59,H59.89
696,Unintentional injuries,2,H91.0,H91.09
696,Unintentional injuries,2,H95,H95.9
696,Unintentional injuries,2,I95.2,I95.81
696,Unintentional injuries,2,I97,I97.9
696,Unintentional injuries,2,J70,J70.5
696,Unintentional injuries,2,J95,J95.9
696,Unintentional injuries,2,K08.5,K08.59
696,Unintentional injuries,2,K43,K43.9
696,Unintentional injuries,2,K52.0,K52.0
696,Unintentional injuries,2,K62.7,K62.7
696,Unintentional injuries,2,K68.11,K68.11
696,Unintentional injuries,2,K91,K91.9
696,Unintentional injuries,2,K94,K95.89
696,Unintentional injuries,2,L23.3,L23.3
696,Unintentional injuries,2,L27.0,L27.1
696,Unintentional injuries,2,L55,L55.9
696,Unintentional injuries,2,L56.0,L56.1
696,Unintentional injuries,2,L58,L58.9
696,Unintentional injuries,2,L64.0,L64.0
696,Unintentional injuries,2,L76,L76.82
696,Unintentional injuries,2,M10.2,M10.29
696,Unintentional injuries,2,M60.2,M60.28
696,Unintentional injuries,2,M87.1,M87.19
696,Unintentional injuries,2,M96,M96.9
696,Unintentional injuries,2,N14,N14.4
696,Unintentional injuries,2,N30.4,N30.41
696,Unintentional injuries,2,N46.021,N46.021
696,Unintentional injuries,2,N46.121,N46.121
696,Unintentional injuries,2,N52.2,N52.39
696,Unintentional injuries,2,N65,N65.1
696,Unintentional injuries,2,N99,N99.9
696,Unintentional injuries,2,P93,P93.8
696,Unintentional injuries,2,P96.2,P96.2
696,Unintentional injuries,2,P96.5,P96.5
696,Unintentional injuries,2,R50.2,R50.83
696,Unintentional injuries,2,W00,W46.2
696,Unintentional injuries,2,W49,X58.9
696,Unintentional injuries,2,Y10,Y14.9
696,Unintentional injuries,2,Y16,Y19.9
696,Unintentional injuries,2,Y40,Y84.9
696,Unintentional injuries,2,Y88,Y88.3
696,Unintentional injuries,2,Z21.0,Z21.0
696,Unintentional injuries,2,Z42,Z51.9
696,Unintentional injuries,2,Z88,Z94.0
696,Unintentional injuries,2,Z94.6,Z99.9
697,Falls,3,W00,W19.9
698,Drowning,3,W65,W74.9
699,"Fire, heat, and hot substances",3,X00,X19.9
700,Poisonings,3,E86.02,E86.99
700,Poisonings,3,J70.5,J70.5
700,Poisonings,3,X46,X48.9
700,Poisonings,3,Y10,Y14.9
700,Poisonings,3,Y16,Y19.9
701,Poisoning by carbon monoxide,4,E86.2,E86.29
701,Poisoning by carbon monoxide,4,E86.8,E86.89
701,Poisoning by carbon monoxide,4,J70.5,J70.5
701,Poisoning by carbon monoxide,4,X47,X47.9
703,Poisoning by other means,4,E86.02,E86.19
703,Poisoning by other means,4,E86.3,E86.7
703,Poisoning by other means,4,E86.9,E86.99
703,Poisoning by other means,4,X46,X46.9
703,Poisoning by other means,4,X48,X48.9
703,Poisoning by other means,4,Y10,Y14.9
703,Poisoning by other means,4,Y16,Y19.9
704,Exposure to mechanical forces,3,W20,W38.9
704,Exposure to mechanical forces,3,W40,W43.9
704,Exposure to mechanical forces,3,W45.0,W45.2
704,Exposure to mechanical forces,3,W46,W46.2
704,Exposure to mechanical forces,3,W49,W52
705,Unintentional firearm injuries,4,W32,W34.9
707,Other exposure to mechanical forces,4,W20,W31.9
707,Other exposure to mechanical forces,4,W35,W38.9
707,Other exposure to mechanical forces,4,W40,W43.9
707,Other exposure to mechanical forces,4,W45.0,W45.2
707,Other exposure to mechanical forces,4,W46,W46.2
707,Other exposure to mechanical forces,4,W49,W52
708,Adverse effects of medical treatment,3,D69.5,D69.59
708,Adverse effects of medical treatment,3,D70.1,D70.2
708,Adverse effects of medical treatment,3,D78,D78.89
708,Adverse effects of medical treatment,3,D89.81,D89.813
708,Adverse effects of medical treatment,3,E03.2,E03.2
708,Adverse effects of medical treatment,3,E06.4,E06.4
708,Adverse effects of medical treatment,3,E09,E09.9
708,Adverse effects of medical treatment,3,E16.0,E16.0
708,Adverse effects of medical treatment,3,E23.1,E23.1
708,Adverse effects of medical treatment,3,E24.2,E24.2
708,Adverse effects of medical treatment,3,E27.3,E27.3
708,Adverse effects of medical treatment,3,E36,E36.8
708,Adverse effects of medical treatment,3,E66.1,E66.1
708,Adverse effects of medical treatment,3,E87.0,E87.99
708,Adverse effects of medical treatment,3,E89,E89.9
708,Adverse effects of medical treatment,3,G21.0,G21.19
708,Adverse effects of medical treatment,3,G24.0,G24.09
708,Adverse effects of medical treatment,3,G25.1,G25.1
708,Adverse effects of medical treatment,3,G25.4,G25.4
708,Adverse effects of medical treatment,3,G25.6,G25.79
708,Adverse effects of medical treatment,3,G62.0,G62.0
708,Adverse effects of medical treatment,3,G72.0,G72.0
708,Adverse effects of medical treatment,3,G93.7,G93.7
708,Adverse effects of medical treatment,3,G96.0,G96.0
708,Adverse effects of medical treatment,3,G96.11,G96.11
708,Adverse effects of medical treatment,3,G97,G97.9
708,Adverse effects of medical treatment,3,H05.33,H05.339
708,Adverse effects of medical treatment,3,H05.42,H05.53
708,Adverse effects of medical treatment,3,H59,H59.89
708,Adverse effects of medical treatment,3,H91.0,H91.09
708,Adverse effects of medical treatment,3,H95,H95.9
708,Adverse effects of medical treatment,3,I95.2,I95.81
708,Adverse effects of medical treatment,3,I97,I97.9
708,Adverse effects of medical treatment,3,J70,J70.4
708,Adverse effects of medical treatment,3,J95,J95.9
708,Adverse effects of medical treatment,3,K08.5,K08.59
708,Adverse effects of medical treatment,3,K43,K43.9
708,Adverse effects of medical treatment,3,K52.0,K52.0
708,Adverse effects of medical treatment,3,K62.7,K62.7
708,Adverse effects of medical treatment,3,K68.11,K68.11
708,Adverse effects of medical treatment,3,K91,K91.9
708,Adverse effects of medical treatment,3,K94,K95.89
708,Adverse effects of medical treatment,3,L23.3,L23.3
708,Adverse effects of medical treatment,3,L27.0,L27.1
708,Adverse effects of medical treatment,3,L56.0,L56.1
708,Adverse effects of medical treatment,3,L64.0,L64.0
708,Adverse effects of medical treatment,3,L76,L76.82
708,Adverse effects of medical treatment,3,M10.2,M10.29
708,Adverse effects of medical treatment,3,M87.1,M87.19
708,Adverse effects of medical treatment,3,M96,M96.9
708,Adverse effects of medical treatment,3,N14,N14.4
708,Adverse effects of medical treatment,3,N30.4,N30.41
708,Adverse effects of medical treatment,3,N46.021,N46.021
708,Adverse effects of medical treatment,3,N46.121,N46.121
708,Adverse effects of medical treatment,3,N52.2,N52.39
708,Adverse effects of medical treatment,3,N65,N65.1
708,Adverse effects of medical treatment,3,N99,N99.9
708,Adverse effects of medical treatment,3,P93,P93.8
708,Adverse effects of medical treatment,3,P96.2,P96.2
708,Adverse effects of medical treatment,3,P96.5,P96.5
708,Adverse effects of medical treatment,3,R50.2,R50.83
708,Adverse effects of medical treatment,3,Y40,Y84.9
708,Adverse effects of medical treatment,3,Y88,Y88.3
708,Adverse effects of medical treatment,3,Z21.0,Z21.0
708,Adverse effects of medical treatment,3,Z42,Z51.9
708,Adverse effects of medical treatment,3,Z88,Z94.0
708,Adverse effects of medical treatment,3,Z94.6,Z99.9
709,Animal contact,3,W52.0,W64.9
709,Animal contact,3,X20,X29.9
710,Venomous animal contact,4,W52.3,W52.3
711,Non-venomous animal contact,4,W52.0,W52.2
711,Non-venomous animal contact,4,W52.4,W64.9
711,Non-venomous animal contact,4,X20,X29.9
712,Foreign body,3,H02.81,H02.819
712,Foreign body,3,H44.6,H44.799
712,Foreign body,3,M60.2,M60.28
712,Foreign body,3,W44,W45
712,Foreign body,3,W45.3,W45.9
712,Foreign body,3,W75,W76.9
712,Foreign body,3,W78,W80.9
712,Foreign body,3,W83,W84.9
713,Pulmonary aspiration and foreign body in airway,4,W75,W76.9
713,Pulmonary aspiration and foreign body in airway,4,W78,W80.9
