cause_id,cause_name,parent_id,level,sex,age,val,upper,lower
508,Chronic respiratory diseases,409,2,Both,20-24 years,11632.41053783705,15105.602392635608,8774.76168179776
508,Chronic respiratory diseases,409,2,Both,25-29 years,10353.10801595014,13424.24738046962,7753.34216050049
508,Chronic respiratory diseases,409,2,Both,30-34 years,9682.02899849763,12444.62684860326,7391.718075778859
508,Chronic respiratory diseases,409,2,Both,35-39 years,9653.0858951615,12550.3289569826,7396.1123424692
508,Chronic respiratory diseases,409,2,Both,40-44 years,10305.05894407951,13289.95762069591,7971.53000932021
508,Chronic respiratory diseases,409,2,Both,45-49 years,11957.75688312734,15152.42123483516,9596.198700440453
508,Chronic respiratory diseases,409,2,Both,50-54 years,14143.75269135418,17361.910232042323,11358.33572766847
508,Chronic respiratory diseases,409,2,Both,55-59 years,16264.25876428052,19715.72148031243,13759.41985754258
508,Chronic respiratory diseases,409,2,Both,60-64 years,19043.80867970529,22249.54782186441,16543.82609322523
508,Chronic respiratory diseases,409,2,Both,65-69 years,24779.36355755422,27796.51056673804,22162.899402941748
508,Chronic respiratory diseases,409,2,Both,70-74 years,31384.84991232946,34553.50829530667,28751.90871796716
508,Chronic respiratory diseases,409,2,Both,75-79 years,38004.123518302455,41410.81055405544,35034.23776446273
508,Chronic respiratory diseases,409,2,Both,80-84 years,42913.43616332071,46140.54992368759,39638.901371063286
508,Chronic respiratory diseases,409,2,Both,85-89 years,45897.97669670012,50040.97321101717,41854.93626860558
508,Chronic respiratory diseases,409,2,Both,90-94 years,47371.22358846719,52566.65464567392,42935.8756732107
508,Chronic respiratory diseases,409,2,Both,95+ years,48083.778607508146,54048.36750347152,42906.619089180946
508,Chronic respiratory diseases,409,2,Female,<5 years,6213.38854593209,9075.6491269552,4218.14965349198
508,Chronic respiratory diseases,409,2,Female,5-9 years,12853.371818565707,17851.60731484366,8861.62603060179
508,Chronic respiratory diseases,409,2,Female,10-14 years,13730.37791571845,18510.26894102405,10128.86489725022
508,Chronic respiratory diseases,409,2,Female,15-19 years,13726.92712164983,17722.67668610888,10544.20444428617
508,Chronic respiratory diseases,409,2,Female,20-24 years,12879.98888041745,16702.950688452052,9848.19665813612
508,Chronic respiratory diseases,409,2,Female,25-29 years,12062.53965634354,15784.4746903225,9061.47552475976
508,Chronic respiratory diseases,409,2,Female,30-34 years,11528.04926846485,14742.045079844693,8896.01878088737
508,Chronic respiratory diseases,409,2,Female,35-39 years,11620.94597493854,15036.691168349282,8955.04253549301
508,Chronic respiratory diseases,409,2,Female,40-44 years,12433.16915908841,15907.732314501747,9621.39565677995
508,Chronic respiratory diseases,409,2,Female,45-49 years,14281.84069072769,17975.23279312982,11425.01899387383
508,Chronic respiratory diseases,409,2,Female,50-54 years,16579.30738937826,20313.8215437427,13347.365190347293
508,Chronic respiratory diseases,409,2,Female,55-59 years,18662.722078313825,22741.7774004414,15635.131050166632
508,Chronic respiratory diseases,409,2,Female,60-64 years,21251.621435184108,25017.68807433374,18275.33744546649
508,Chronic respiratory diseases,409,2,Female,65-69 years,26581.72852132402,30025.5914321659,23574.07908688933
508,Chronic respiratory diseases,409,2,Female,70-74 years,32728.75060152249,36185.56335208832,29745.33027863759
508,Chronic respiratory diseases,409,2,Female,75-79 years,38689.26725910305,42348.164764931425,35542.57085639616
508,Chronic respiratory diseases,409,2,Female,80-84 years,42740.42323902851,46350.4545956883,39405.52808272688
508,Chronic respiratory diseases,409,2,Female,85-89 years,45024.947260707835,49098.563397376936,40887.28094126111
508,Chronic respiratory diseases,409,2,Female,90-94 years,46258.51655972088,51190.70382353333,42137.67180387244
508,Chronic respiratory diseases,409,2,Female,95+ years,47019.64764646077,53067.454452975486,42143.0304255651
508,Chronic respiratory diseases,409,2,Male,<5 years,8928.930237846409,12917.38754498113,6246.23944549732
508,Chronic respiratory diseases,409,2,Male,5-9 years,16611.35163766607,22847.962177014,11526.69264587149
508,Chronic respiratory diseases,409,2,Male,10-14 years,15587.984286815428,21221.29338407676,11526.48811619719
508,Chronic respiratory diseases,409,2,Male,15-19 years,13171.16514922552,17385.09864726549,9753.12467000488
508,Chronic respiratory diseases,409,2,Male,20-24 years,10431.27565025966,14069.512004490867,7684.542264334041
508,Chronic respiratory diseases,409,2,Male,25-29 years,8699.8031714432,11239.747478784033,6328.788148477541
508,Chronic respiratory diseases,409,2,Male,30-34 years,7881.72910404634,10201.50262197829,5881.9762490147805
508,Chronic respiratory diseases,409,2,Male,35-39 years,7735.73655389047,10111.29302356852,5872.743873332221
508,Chronic respiratory diseases,409,2,Male,40-44 years,8206.99771699982,10735.07918973045,6324.9936228672295
508,Chronic respiratory diseases,409,2,Male,45-49 years,9638.22409693973,12325.516950923,7630.853247907469
508,Chronic respiratory diseases,409,2,Male,50-54 years,11702.78953790554,14376.716006407669,9415.95105508126
508,Chronic respiratory diseases,409,2,Male,55-59 years,13815.47053567873,16688.25345736478,11775.13734637993
508,Chronic respiratory diseases,409,2,Male,60-64 years,16726.394608104998,19414.196207819172,14599.104355498572
508,Chronic respiratory diseases,409,2,Male,65-69 years,22804.76631341969,25373.17918925306,20593.86225708825
508,Chronic respiratory diseases,409,2,Male,70-74 years,29838.49583533892,32617.7835236165,27446.17216370064
508,Chronic respiratory diseases,409,2,Male,75-79 years,37179.25276129678,40311.18291561826,34455.0683551639
508,Chronic respiratory diseases,409,2,Male,80-84 years,43143.23719425649,46261.1523872157,40071.41543125145
508,Chronic respiratory diseases,409,2,Male,85-89 years,47231.50099741083,51275.14178075029,43153.038164356025
508,Chronic respiratory diseases,409,2,Male,90-94 years,49527.29195867216,54951.36603445303,44325.9734279504
508,Chronic respiratory diseases,409,2,Male,95+ years,50927.4586450988,57083.813503132165,44692.2425130055
526,Digestive diseases,409,2,Both,<5 years,372.63092616497,434.4018611477901,313.81378915612
526,Digestive diseases,409,2,Both,5-9 years,927.5874505185,1110.59760380795,761.70416594586
526,Digestive diseases,409,2,Both,10-14 years,1701.14559379611,2053.00309384306,1398.70473909644
526,Digestive diseases,409,2,Both,15-19 years,8082.87823563918,9290.41298316813,7049.54578600859
526,Digestive diseases,409,2,Both,20-24 years,14837.83289496172,17240.32436446245,12812.85437524477
526,Digestive diseases,409,2,Both,25-29 years,21601.26473945245,25135.39650713076,18391.12788965458
526,Digestive diseases,409,2,Both,30-34 years,27047.538866059014,31690.34970525647,23380.28169302929
526,Digestive diseases,409,2,Both,35-39 years,30631.34096234905,35489.93751945856,26533.440674259306
526,Digestive diseases,409,2,Both,40-44 years,33265.79143700197,38670.49067887412,29256.88025698175
526,Digestive diseases,409,2,Both,45-49 years,35521.40948492139,40453.08882112985,31308.099217839892
526,Digestive diseases,409,2,Both,50-54 years,38134.1219945044,43716.64070330552,33159.50130567038
526,Digestive diseases,409,2,Both,55-59 years,41553.89911981019,46440.93105502853,37201.41448822745
526,Digestive diseases,409,2,Both,60-64 years,44247.85610634045,49799.0051772287,40136.5151283233
526,Digestive diseases,409,2,Both,65-69 years,47434.12777380306,52250.98940678223,42986.70409333215
526,Digestive diseases,409,2,Both,70-74 years,49787.61128754986,54337.77569199504,45435.01293629156
526,Digestive diseases,409,2,Both,75-79 years,51581.09754057216,56131.059191847286,47056.77044547274
526,Digestive diseases,409,2,Both,80-84 years,52447.39283962441,56923.05072516618,48192.11893781897
526,Digestive diseases,409,2,Both,85-89 years,51917.907086977786,56035.0681394268,48008.2396333281
526,Digestive diseases,409,2,Both,90-94 years,52045.77774360217,55914.364136568605,47485.53323812192
526,Digestive diseases,409,2,Both,95+ years,53707.1994657226,58204.84967024064,49682.04835166053
526,Digestive diseases,409,2,Female,<5 years,370.67324584431,448.99280330786,299.60508123169
526,Digestive diseases,409,2,Female,5-9 years,1089.47528459271,1317.77361608728,871.5433154917299
526,Digestive diseases,409,2,Female,10-14 years,1942.30052139226,2379.9424298487697,1596.5718538741
526,Digestive diseases,409,2,Female,15-19 years,7874.33894944162,9130.81750977801,6826.24161881529
526,Digestive diseases,409,2,Female,20-24 years,14485.078945741408,17039.07902178221,12335.98472572089
526,Digestive diseases,409,2,Female,25-29 years,21329.94743232656,25325.45995465714,18103.71439221181
526,Digestive diseases,409,2,Female,30-34 years,26706.14500523278,31348.98413494896,22706.00872890478
526,Digestive diseases,409,2,Female,35-39 years,30062.16930131173,35195.40473529935,25793.634385531223
526,Digestive diseases,409,2,Female,40-44 years,32441.58004485081,38173.30115361081,27866.20145565757
