population_group,measure,location,sex,age,cause,metric,year,val,upper,lower
All Population,Deaths,United States of America,Female,2-4 years,Skin and subcutaneous diseases,Rate,2023,0.016795381895502132,0.020329408581581502,0.013648619927950901
All Population,Deaths,United States of America,Both,2-4 years,Skin and subcutaneous diseases,Rate,2023,0.02015872572856399,0.023826097501017798,0.017561880542135127
All Population,Deaths,United States of America,Male,95+ years,Skin and subcutaneous diseases,Rate,2023,65.59864171782733,81.55035289704239,46.18414829289751
All Population,Deaths,United States of America,Female,95+ years,Skin and subcutaneous diseases,Rate,2023,71.61634227698305,89.08241254850263,48.836356924331874
All Population,Deaths,United States of America,Both,95+ years,Skin and subcutaneous diseases,Rate,2023,69.97767001736217,84.9160116543826,49.257827477056864
All Population,Deaths,United States of America,Male,<5 years,Injuries,Rate,2023,23.974914585610158,25.587336096134283,22.249406431290264
All Population,Deaths,United States of America,Female,<5 years,Injuries,Rate,2023,16.690671092962866,18.244741633355908,14.086695837446474
All Population,Deaths,United States of America,Both,<5 years,Injuries,Rate,2023,20.413163224942753,21.713214679908994,18.958479797759836
All Population,Deaths,United States of America,Male,5-9 years,Injuries,Rate,2023,6.21683647742164,6.635908632280021,5.793936075731814
All Population,Deaths,United States of America,Female,5-9 years,Injuries,Rate,2023,4.371913604616176,4.719770248267666,4.008152967146118
All Population,Deaths,United States of America,Both,5-9 years,Injuries,Rate,2023,5.315557867795219,5.597392303372818,5.022683472624222
All Population,Deaths,United States of America,Male,10-14 years,Injuries,Rate,2023,11.290500806072343,11.747247234227927,10.882818859787095
All Population,Deaths,United States of America,Female,10-14 years,Injuries,Rate,2023,6.277259792823971,6.658726165382373,5.885723465825492
All Population,Deaths,United States of America,Both,10-14 years,Injuries,Rate,2023,8.845798129560855,9.183198681293934,8.565907052955001
All Population,Deaths,United States of America,Male,15-19 years,Injuries,Rate,2023,59.85299698658608,62.27249374080507,56.40985805594594
All Population,Deaths,United States of America,Female,15-19 years,Injuries,Rate,2023,18.464121356281648,19.447046709567736,17.283569947347637
All Population,Deaths,United States of America,Both,15-19 years,Injuries,Rate,2023,39.658630553498256,40.96666770570934,37.785868947344376
All Population,Deaths,United States of America,Male,20-24 years,Injuries,Rate,2023,87.22926299370631,94.43705645637375,78.8889052214252
All Population,Deaths,United States of America,Female,20-24 years,Injuries,Rate,2023,23.57044992871253,25.615615929265832,21.201128052273983
All Population,Deaths,United States of America,Both,20-24 years,Injuries,Rate,2023,56.0035480621117,59.92354580842584,51.9745898167388
All Population,Deaths,United States of America,Male,25-29 years,Injuries,Rate,2023,88.12751300862271,97.01160527531357,78.19720719883809
All Population,Deaths,United States of America,Female,25-29 years,Injuries,Rate,2023,23.32262338349708,25.525333040360795,20.81496239054945
All Population,Deaths,United States of America,Both,25-29 years,Injuries,Rate,2023,56.26589124728098,61.191096682886894,51.45464985795716
All Population,Deaths,United States of America,Male,30-34 years,Injuries,Rate,2023,91.26983328807155,100.87901682922217,79.84650531119863
All Population,Deaths,United States of America,Female,30-34 years,Injuries,Rate,2023,25.45437851022056,28.202063318391883,22.884056105869618
All Population,Deaths,United States of America,Both,30-34 years,Injuries,Rate,2023,58.77472837489017,63.860685500209634,53.57992119904945
All Population,Deaths,United States of America,Male,35-39 years,Injuries,Rate,2023,88.10397338375563,96.65360736543502,78.21070301792632
All Population,Deaths,United States of America,Female,35-39 years,Injuries,Rate,2023,25.554526803976874,27.810610774388604,23.25865815851444
All Population,Deaths,United States of America,Both,35-39 years,Injuries,Rate,2023,57.235845774754516,62.106872613908756,52.247472845001994
All Population,Deaths,United States of America,Male,40-44 years,Injuries,Rate,2023,87.63107766185041,95.50355261546532,78.56410380480555
All Population,Deaths,United States of America,Female,40-44 years,Injuries,Rate,2023,27.13680900392988,29.427893444720702,24.871280552139122
All Population,Deaths,United States of America,Both,40-44 years,Injuries,Rate,2023,57.5990069636013,62.100822805607805,52.99023701148764
All Population,Deaths,United States of America,Male,45-49 years,Injuries,Rate,2023,81.24918237473169,87.2101995659679,73.84181257058545
All Population,Deaths,United States of America,Female,45-49 years,Injuries,Rate,2023,26.83131020274556,28.95872828448931,24.755085084642893
All Population,Deaths,United States of America,Both,45-49 years,Injuries,Rate,2023,54.06691267004808,57.41405147346462,50.14977810883554
All Population,Deaths,United States of America,Male,50-54 years,Injuries,Rate,2023,81.897619452812,86.99720064215929,76.43162909632761
All Population,Deaths,United States of America,Female,50-54 years,Injuries,Rate,2023,28.425636759205535,30.27609842475061,26.56601948248906
All Population,Deaths,United States of America,Both,50-54 years,Injuries,Rate,2023,55.13197571431565,57.91024670880789,52.14542954525549
All Population,Deaths,United States of America,Male,55-59 years,Injuries,Rate,2023,87.83054239812358,92.5272308410276,82.56961540163118
All Population,Deaths,United States of America,Female,55-59 years,Injuries,Rate,2023,30.161769098962996,31.88514615671519,28.298523916150664
All Population,Deaths,United States of America,Both,55-59 years,Injuries,Rate,2023,58.69679269052743,61.23788250235281,55.9888250908298
All Population,Deaths,United States of America,Male,60-64 years,Injuries,Rate,2023,94.70664098228323,98.98563996698269,89.56230388862537
All Population,Deaths,United States of America,Female,60-64 years,Injuries,Rate,2023,33.652940440113234,35.35961625321655,31.39050288566228
All Population,Deaths,United States of America,Both,60-64 years,Injuries,Rate,2023,63.44042822295074,65.94101936852448,60.27107525153551
All Population,Deaths,United States of America,Male,65-69 years,Injuries,Rate,2023,102.09765799839819,107.52912030151597,96.15081561577108
All Population,Deaths,United States of America,Female,65-69 years,Injuries,Rate,2023,39.97919140831795,42.70429885074961,36.992459469432696
All Population,Deaths,United States of America,Both,65-69 years,Injuries,Rate,2023,69.62210060946343,72.87425075401727,65.90919753856126
All Population,Deaths,United States of America,Male,70-74 years,Injuries,Rate,2023,123.3103166118582,131.5407857072529,113.97080998973463
All Population,Deaths,United States of America,Female,70-74 years,Injuries,Rate,2023,55.22265826534485,60.007973577792384,49.98640302672453
All Population,Deaths,United States of America,Both,70-74 years,Injuries,Rate,2023,86.88182272656081,92.29209354302301,80.4197205902983
All Population,Deaths,United States of America,Male,75-79 years,Injuries,Rate,2023,178.77863713454417,193.96683662131372,160.36328503019448
All Population,Deaths,United States of America,Female,75-79 years,Injuries,Rate,2023,91.65643467987421,102.25933733739126,79.50307287889738
All Population,Deaths,United States of America,Both,75-79 years,Injuries,Rate,2023,131.18667215991127,141.24650649661234,119.0576066572581
All Population,Deaths,United States of America,Male,<1 year,Injuries,Rate,2023,59.704622051110555,65.27849551162407,54.26369435457717
All Population,Deaths,United States of America,Female,<1 year,Injuries,Rate,2023,44.08495522153515,49.605001319993036,36.34255231492758
All Population,Deaths,United States of America,Both,<1 year,Injuries,Rate,2023,52.06504920016214,56.272771373895985,47.47276369807633
All Population,Deaths,United States of America,Male,80-84 years,Injuries,Rate,2023,293.1832077131989,323.285353134402,253.65625231358078
All Population,Deaths,United States of America,Female,80-84 years,Injuries,Rate,2023,165.6769388697947,191.18650766214625,130.62155975979186
All Population,Deaths,United States of America,Both,80-84 years,Injuries,Rate,2023,220.44225211645423,245.01337244562865,186.6514074627197
All Population,Deaths,United States of America,Male,85-89 years,Injuries,Rate,2023,501.34896718107166,575.5931989977454,406.50520059981505
All Population,Deaths,United States of America,Female,85-89 years,Injuries,Rate,2023,316.0631663958286,371.81577848174305,235.65343353679208
All Population,Deaths,United States of America,Both,85-89 years,Injuries,Rate,2023,389.3720350928676,447.28729125021323,314.15938209732803
All Population,Deaths,United States of America,Male,90-94 years,Injuries,Rate,2023,866.4035246820903,1010.1857459597131,689.6938545477793
All Population,Deaths,United States of America,Female,90-94 years,Injuries,Rate,2023,588.5633371066576,701.9774522907218,422.95861360744453
All Population,Deaths,United States of America,Both,90-94 years,Injuries,Rate,2023,683.1414869797146,796.6715936037681,517.5002022707482
All Population,Deaths,United States of America,Male,2-4 years,Injuries,Rate,2023,13.43804450571205,14.227231313090142,12.614921665926937
All Population,Deaths,United States of America,Female,2-4 years,Injuries,Rate,2023,8.368141716415874,9.050211569013364,7.458688738447979
All Population,Deaths,United States of America,Both,2-4 years,Injuries,Rate,2023,10.959565240199979,11.495506439062925,10.286220888204763
All Population,Deaths,United States of America,Male,95+ years,Injuries,Rate,2023,1166.5189396941282,1404.757103831451,839.7133820337388
All Population,Deaths,United States of America,Female,95+ years,Injuries,Rate,2023,946.516886598311,1151.78466950087,671.6250907411719
All Population,Deaths,United States of America,Both,95+ years,Injuries,Rate,2023,1006.4253612596576,1201.6571748766396,727.0607210289096
All Population,Deaths,United States of America,Male,<5 years,Neurological disorders,Rate,2023,2.214595094056929,2.542361863616298,1.8758393629924914
All Population,Deaths,United States of America,Female,<5 years,Neurological disorders,Rate,2023,2.2101599830622862,2.6388343860339196,1.8108530356979382
All Population,Deaths,United States of America,Both,<5 years,Neurological disorders,Rate,2023,2.2124264731650247,2.5290702036942423,1.9513668046680506
All Population,Deaths,United States of America,Male,5-9 years,Neurological disorders,Rate,2023,0.6728253398783117,0.780171623576969,0.5684081866428065
All Population,Deaths,United States of America,Female,5-9 years,Neurological disorders,Rate,2023,0.7349707905121923,0.8861114021705584,0.6114044170598429
All Population,Deaths,United States of America,Both,5-9 years,Neurological disorders,Rate,2023,0.7031845305889448,0.7984283087674858,0.6279942037528701
All Population,Deaths,United States of America,Male,10-14 years,Neurological disorders,Rate,2023,0.9448978669641512,1.0980617726797606,0.7942810011024573
All Population,Deaths,United States of America,Female,10-14 years,Neurological disorders,Rate,2023,0.8255829571199395,0.9969657247998229,0.6777471024065556
All Population,Deaths,United States of America,Both,10-14 years,Neurological disorders,Rate,2023,0.8867140536040846,1.012945759470239,0.7879021437338882
All Population,Deaths,United States of America,Male,15-19 years,Neurological disorders,Rate,2023,1.7845937593392651,2.0693042364392915,1.531694281834402
All Population,Deaths,United States of America,Female,15-19 years,Neurological disorders,Rate,2023,0.9556980107746205,1.1373012822963884,0.8036837878828414
All Population,Deaths,United States of America,Both,15-19 years,Neurological disorders,Rate,2023,1.380160823521918,1.5452239085123505,1.228589768193563
All Population,Deaths,United States of America,Male,20-24 years,Neurological disorders,Rate,2023,2.260432266166863,2.606348037041992,1.936765805549575
All Population,Deaths,United States of America,Female,20-24 years,Neurological disorders,Rate,2023,1.2026969992620093,1.4490266891894226,0.9998890122314439
All Population,Deaths,United States of America,Both,20-24 years,Neurological disorders,Rate,2023,1.7415953867587597,1.937158654632141,1.5414340089727836
All Population,Deaths,United States of America,Male,25-29 years,Neurological disorders,Rate,2023,2.4543458035508494,2.8701791596934076,2.0959308682127555
All Population,Deaths,United States of America,Female,25-29 years,Neurological disorders,Rate,2023,1.351744479207773,1.6161160650846589,1.1096964211524292
All Population,Deaths,United States of America,Both,25-29 years,Neurological disorders,Rate,2023,1.9122467960069336,2.1682272953873043,1.690748816525259
All Population,Deaths,United States of America,Male,30-34 years,Neurological disorders,Rate,2023,2.6800112383640697,3.1185923303238017,2.2789440633672213
All Population,Deaths,United States of America,Female,30-34 years,Neurological disorders,Rate,2023,1.8924062470602172,2.2203496679441592,1.5587328416650035
All Population,Deaths,United States of America,Both,30-34 years,Neurological disorders,Rate,2023,2.2911465422383643,2.5840323458956163,2.026479977815256
All Population,Deaths,United States of America,Male,35-39 years,Neurological disorders,Rate,2023,3.1552999019926515,3.6678298491487196,2.7256626582230226
All Population,Deaths,United States of America,Female,35-39 years,Neurological disorders,Rate,2023,2.5340768924038244,2.926319721692256,2.162036790084873
All Population,Deaths,United States of America,Both,35-39 years,Neurological disorders,Rate,2023,2.8487265878838266,3.1891658380466663,2.5531824568298984
All Population,Deaths,United States of America,Male,40-44 years,Neurological disorders,Rate,2023,4.282192309394143,4.855125269529523,3.7346893928045
All Population,Deaths,United States of America,Female,40-44 years,Neurological disorders,Rate,2023,3.7910004373487296,4.306729624367962,3.3408310365118115
All Population,Deaths,United States of America,Both,40-44 years,Neurological disorders,Rate,2023,4.0383426132999665,4.4826347987290225,3.68416478037428
All Population,Deaths,United States of America,Male,45-49 years,Neurological disorders,Rate,2023,6.2178015226722225,7.214683540036575,5.496288646835123
All Population,Deaths,United States of America,Female,45-49 years,Neurological disorders,Rate,2023,5.672824302365011,6.451332488117528,4.99983422741109
All Population,Deaths,United States of America,Both,45-49 years,Neurological disorders,Rate,2023,5.945579967619847,6.841958692206256,5.400431712781673
All Population,Deaths,United States of America,Male,50-54 years,Neurological disorders,Rate,2023,10.512600191841734,13.916718677177249,8.896125629435806
All Population,Deaths,United States of America,Female,50-54 years,Neurological disorders,Rate,2023,9.291906057911534,12.932303950265233,7.664972766060975
All Population,Deaths,United States of America,Both,50-54 years,Neurological disorders,Rate,2023,9.901576200274755,13.39367398700623,8.399807017813812
All Population,Deaths,United States of America,Male,55-59 years,Neurological disorders,Rate,2023,18.888741313259192,27.938867184383984,14.818839311236392
All Population,Deaths,United States of America,Female,55-59 years,Neurological disorders,Rate,2023,17.204263204774325,27.97183943404406,12.504512929164227
All Population,Deaths,United States of America,Both,55-59 years,Neurological disorders,Rate,2023,18.037758003003177,27.815769437481286,13.95080205149016
All Population,Deaths,United States of America,Male,60-64 years,Neurological disorders,Rate,2023,37.03570893346914,60.66275906477228,26.612686997490115
All Population,Deaths,United States of America,Female,60-64 years,Neurological disorders,Rate,2023,35.74635310990832,64.85883682327804,23.18944226801325
All Population,Deaths,United States of America,Both,60-64 years,Neurological disorders,Rate,2023,36.375416876739656,62.423874278211755,25.027733726261445
All Population,Deaths,United States of America,Male,65-69 years,Neurological disorders,Rate,2023,71.31676192452396,129.35238119387103,47.69506584917521
All Population,Deaths,United States of America,Female,65-69 years,Neurological disorders,Rate,2023,70.38274669364498,144.21116345489966,39.939964103803
All Population,Deaths,United States of America,Both,65-69 years,Neurological disorders,Rate,2023,70.8284584151551,137.1205580748628,43.62025377779677
All Population,Deaths,United States of America,Male,70-74 years,Neurological disorders,Rate,2023,138.90768914972938,243.09962426631742,92.03436458677481
All Population,Deaths,United States of America,Female,70-74 years,Neurological disorders,Rate,2023,135.41848753263054,275.26317843094546,70.22399149921688
All Population,Deaths,United States of America,Both,70-74 years,Neurological disorders,Rate,2023,137.04088446206944,262.00997542318424,80.36459479213492
All Population,Deaths,United States of America,Male,75-79 years,Neurological disorders,Rate,2023,292.95466240746407,511.48958630544615,188.55555742637492
All Population,Deaths,United States of America,Female,75-79 years,Neurological disorders,Rate,2023,287.0467504904675,579.4664915527087,139.8547680383305
All Population,Deaths,United States of America,Both,75-79 years,Neurological disorders,Rate,2023,289.7273663898591,546.3087728948315,162.35906147427548
All Population,Deaths,United States of America,Male,<1 year,Neurological disorders,Rate,2023,5.643000051941533,6.6057944659024015,4.659264218509029
All Population,Deaths,United States of America,Female,<1 year,Neurological disorders,Rate,2023,5.7005099768117615,6.932913174390504,4.538694869401872
All Population,Deaths,United States of America,Both,<1 year,Neurological disorders,Rate,2023,5.671128133384779,6.458514897791137,4.902932337539117
All Population,Deaths,United States of America,Male,80-84 years,Neurological disorders,Rate,2023,728.8458093655908,1375.227599960596,407.6403819853421
All Population,Deaths,United States of America,Female,80-84 years,Neurological disorders,Rate,2023,767.060742033086,1582.2871582328771,325.5985786868001
All Population,Deaths,United States of America,Both,80-84 years,Neurological disorders,Rate,2023,750.6470176160873,1489.962100919181,361.2854578174787
All Population,Deaths,United States of America,Male,85-89 years,Neurological disorders,Rate,2023,1498.817331083601,3134.1207779629026,732.0613423497455
All Population,Deaths,United States of America,Female,85-89 years,Neurological disorders,Rate,2023,1571.1217408825344,3434.7160408855048,604.1001583175351
All Population,Deaths,United States of America,Both,85-89 years,Neurological disorders,Rate,2023,1542.5142897896653,3310.5917973767405,654.5465711688246
All Population,Deaths,United States of America,Male,90-94 years,Neurological disorders,Rate,2023,2898.433926916353,6424.484674176997,1177.0318309422084
All Population,Deaths,United States of America,Female,90-94 years,Neurological disorders,Rate,2023,3012.342485312848,6695.119223997662,1050.6439113077527
All Population,Deaths,United States of America,Both,90-94 years,Neurological disorders,Rate,2023,2973.5674585542633,6589.783982671497,1110.4186165628457
All Population,Deaths,United States of America,Male,2-4 years,Neurological disorders,Rate,2023,1.0715959504502308,1.224703068288476,0.9263796337293518
All Population,Deaths,United States of America,Female,2-4 years,Neurological disorders,Rate,2023,1.065323267783986,1.264319216865393,0.9024360507873166
All Population,Deaths,United States of America,Both,2-4 years,Neurological disorders,Rate,2023,1.0685294786511568,1.1993226568018147,0.9584281259860665
All Population,Deaths,United States of America,Male,95+ years,Neurological disorders,Rate,2023,5226.710282059776,11609.459126748243,1790.744164878506
All Population,Deaths,United States of America,Female,95+ years,Neurological disorders,Rate,2023,5428.829882800205,12155.751776833826,1656.8583218337856
All Population,Deaths,United States of America,Both,95+ years,Neurological disorders,Rate,2023,5373.790955621441,12027.273150197147,1668.2230790906979
All Population,Deaths,United States of America,Male,5-9 years,Mental disorders,Rate,2023,2.381256844020205e-06,3.171075455934684e-05,8.294982096298932e-08
All Population,Deaths,United States of America,Female,5-9 years,Mental disorders,Rate,2023,2.574521368598237e-06,2.4719906900452977e-05,8.276032648365466e-08
All Population,Deaths,United States of America,Both,5-9 years,Mental disorders,Rate,2023,2.4756701035495464e-06,3.0444216136734133e-05,1.0039514113366544e-07
All Population,Deaths,United States of America,Male,10-14 years,Mental disorders,Rate,2023,0.00011411890506082062,0.0002908881373065088,1.9165098088223992e-05
All Population,Deaths,United States of America,Female,10-14 years,Mental disorders,Rate,2023,0.0006775224579710411,0.002408052847168643,0.0001872777233832363
All Population,Deaths,United States of America,Both,10-14 years,Mental disorders,Rate,2023,0.00038886216398569527,0.0012643816025937964,0.00013285684077291973
All Population,Deaths,United States of America,Male,15-19 years,Mental disorders,Rate,2023,0.0009435451939693925,0.0016307837158782603,0.0001339765665655834
All Population,Deaths,United States of America,Female,15-19 years,Mental disorders,Rate,2023,0.013932569747270081,0.036150173947591416,0.005927757550175458
All Population,Deaths,United States of America,Both,15-19 years,Mental disorders,Rate,2023,0.007281120628023283,0.01816747348231756,0.0033912088769809654
All Population,Deaths,United States of America,Male,20-24 years,Mental disorders,Rate,2023,0.0027001052301255223,0.004942457367429339,0.0002552625109947086
All Population,Deaths,United States of America,Female,20-24 years,Mental disorders,Rate,2023,0.033467771981385244,0.06790659510884718,0.015518848108522875
All Population,Deaths,United States of America,Both,20-24 years,Mental disorders,Rate,2023,0.01779216153510637,0.03366803078039953,0.008819524961686013
All Population,Deaths,United States of America,Male,25-29 years,Mental disorders,Rate,2023,0.003162955649860983,0.0054871835314721906,0.00023160701174384032
All Population,Deaths,United States of America,Female,25-29 years,Mental disorders,Rate,2023,0.05137006866666536,0.0953661925520537,0.021576906332889525
All Population,Deaths,United States of America,Both,25-29 years,Mental disorders,Rate,2023,0.02686420427527587,0.04822614018011999,0.011462834452332885
All Population,Deaths,United States of America,Male,30-34 years,Mental disorders,Rate,2023,0.0039532570162904585,0.007306498565553331,0.00025061669247534844
All Population,Deaths,United States of America,Female,30-34 years,Mental disorders,Rate,2023,0.06393156624974468,0.12326122989724152,0.025186544531461803
All Population,Deaths,United States of America,Both,30-34 years,Mental disorders,Rate,2023,0.033566384474496974,0.06140274433420218,0.013413514562412254
All Population,Deaths,United States of America,Male,35-39 years,Mental disorders,Rate,2023,0.002945568865784629,0.005095453407886818,0.00021209684486303082
All Population,Deaths,United States of America,Female,35-39 years,Mental disorders,Rate,2023,0.06579138348730186,0.12014096415263383,0.027823695379193134
All Population,Deaths,United States of America,Both,35-39 years,Mental disorders,Rate,2023,0.03395995398835057,0.06046195648060521,0.016001690793626653
All Population,Deaths,United States of America,Male,40-44 years,Mental disorders,Rate,2023,0.002324326339093432,0.003984377144026244,0.00020663181816839464
All Population,Deaths,United States of America,Female,40-44 years,Mental disorders,Rate,2023,0.07446074290258048,0.14878114526533223,0.03432854135323493
All Population,Deaths,United States of America,Both,40-44 years,Mental disorders,Rate,2023,0.03813608190230986,0.07391502685200646,0.017592642864711995
All Population,Deaths,United States of America,Male,45-49 years,Mental disorders,Rate,2023,0.003290461370095279,0.00587364708506929,0.0002458995101980979
All Population,Deaths,United States of America,Female,45-49 years,Mental disorders,Rate,2023,0.05897066844356481,0.12006955520841517,0.02720405499074376
All Population,Deaths,United States of America,Both,45-49 years,Mental disorders,Rate,2023,0.03110327994374803,0.06016319535886648,0.015365749005911524
All Population,Deaths,United States of America,Male,<5 years,Chronic respiratory diseases,Rate,2023,0.5840463590697778,0.7653908813552041,0.45369817149568825
All Population,Deaths,United States of America,Female,<5 years,Chronic respiratory diseases,Rate,2023,0.5431798880948605,0.6911613834843569,0.3975797377798016
All Population,Deaths,United States of America,Both,<5 years,Chronic respiratory diseases,Rate,2023,0.5640640220230403,0.6805664589261656,0.46678972541057656
All Population,Deaths,United States of America,Male,5-9 years,Chronic respiratory diseases,Rate,2023,0.36730402222197345,0.4635182256285451,0.29268074387325665
All Population,Deaths,United States of America,Female,5-9 years,Chronic respiratory diseases,Rate,2023,0.3376702848854203,0.4014917142533403,0.26754981853598425
All Population,Deaths,United States of America,Both,5-9 years,Chronic respiratory diseases,Rate,2023,0.35282739884740977,0.4188053089580198,0.2975511745712946
All Population,Deaths,United States of America,Male,10-14 years,Chronic respiratory diseases,Rate,2023,0.5119102467687445,0.6341406644174833,0.41683560111723733
All Population,Deaths,United States of America,Female,10-14 years,Chronic respiratory diseases,Rate,2023,0.4022184659055252,0.4942684625417876,0.31337795032121024
All Population,Deaths,United States of America,Both,10-14 years,Chronic respiratory diseases,Rate,2023,0.45841914399531863,0.5373865006248244,0.3871610327772838
All Population,Deaths,United States of America,Male,15-19 years,Chronic respiratory diseases,Rate,2023,0.5589562725929417,0.6932610936758145,0.4571161142189694
All Population,Deaths,United States of America,Female,15-19 years,Chronic respiratory diseases,Rate,2023,0.500369827067163,0.6083718293279562,0.4017599572116388
All Population,Deaths,United States of America,Both,15-19 years,Chronic respiratory diseases,Rate,2023,0.5303709068166974,0.6112496626329209,0.4540033868560061
All Population,Deaths,United States of America,Male,20-24 years,Chronic respiratory diseases,Rate,2023,0.7718665753140254,0.9516382270002204,0.6264201143674601
All Population,Deaths,United States of America,Female,20-24 years,Chronic respiratory diseases,Rate,2023,0.6538998883735182,0.7946816259549438,0.5205345086608694
All Population,Deaths,United States of America,Both,20-24 years,Chronic respiratory diseases,Rate,2023,0.7140019378746169,0.8136148445731647,0.6150663399000668
All Population,Deaths,United States of America,Male,25-29 years,Chronic respiratory diseases,Rate,2023,1.0572370101310675,1.3065406799531196,0.8481512132011252
All Population,Deaths,United States of America,Female,25-29 years,Chronic respiratory diseases,Rate,2023,0.9128690613585034,1.095168681585084,0.7278329812385064
All Population,Deaths,United States of America,Both,25-29 years,Chronic respiratory diseases,Rate,2023,0.9862578447492505,1.143119730279636,0.8443108526199048
All Population,Deaths,United States of America,Male,30-34 years,Chronic respiratory diseases,Rate,2023,1.531882911185223,1.8940256970967346,1.2424025761464763
All Population,Deaths,United States of America,Female,30-34 years,Chronic respiratory diseases,Rate,2023,1.3108165458104495,1.5826136916610083,1.0711066327648073
All Population,Deaths,United States of America,Both,30-34 years,Chronic respiratory diseases,Rate,2023,1.4227356788235246,1.6164044079468634,1.2192462464078504
All Population,Deaths,United States of America,Male,35-39 years,Chronic respiratory diseases,Rate,2023,2.1483223636360576,2.6474052156013745,1.771216125788411
All Population,Deaths,United States of America,Female,35-39 years,Chronic respiratory diseases,Rate,2023,2.0040141389105157,2.3610497150972556,1.6823336876007426
All Population,Deaths,United States of America,Both,35-39 years,Chronic respiratory diseases,Rate,2023,2.077106310746207,2.3430236943166167,1.8073324060176552
All Population,Deaths,United States of America,Male,40-44 years,Chronic respiratory diseases,Rate,2023,3.532178183979903,4.225778697212868,3.0303590027305902
All Population,Deaths,United States of America,Female,40-44 years,Chronic respiratory diseases,Rate,2023,3.7370007168569357,4.298980429294779,3.20871219847723
All Population,Deaths,United States of America,Both,40-44 years,Chronic respiratory diseases,Rate,2023,3.63386128428716,4.0375592438721615,3.2269775546971187
All Population,Deaths,United States of America,Male,45-49 years,Chronic respiratory diseases,Rate,2023,6.32903162552825,7.319271123881326,5.488072811219323
All Population,Deaths,United States of America,Female,45-49 years,Chronic respiratory diseases,Rate,2023,7.10511224768921,8.028166824420257,6.102368902142658
All Population,Deaths,United States of America,Both,45-49 years,Chronic respiratory diseases,Rate,2023,6.716691633943971,7.413525549710618,6.096520910380951
All Population,Deaths,United States of America,Male,50-54 years,Chronic respiratory diseases,Rate,2023,14.266463371261608,16.08798569340045,12.514804703570999
All Population,Deaths,United States of America,Female,50-54 years,Chronic respiratory diseases,Rate,2023,16.04184872636398,17.82932003900064,13.99523228856767
All Population,Deaths,United States of America,Both,50-54 years,Chronic respiratory diseases,Rate,2023,15.155140572282894,16.568176997914097,13.96225388503065
All Population,Deaths,United States of America,Male,55-59 years,Chronic respiratory diseases,Rate,2023,32.048280314099195,35.13502160329345,28.790325718269784
All Population,Deaths,United States of America,Female,55-59 years,Chronic respiratory diseases,Rate,2023,33.156895539722626,36.6225694868287,29.692606267517547
All Population,Deaths,United States of America,Both,55-59 years,Chronic respiratory diseases,Rate,2023,32.608342834205104,34.917062397977226,30.20448785659337
All Population,Deaths,United States of America,Male,60-64 years,Chronic respiratory diseases,Rate,2023,71.51773866458264,79.10181057537262,64.93499652190187
All Population,Deaths,United States of America,Female,60-64 years,Chronic respiratory diseases,Rate,2023,66.95612726483468,74.03119569459653,60.261434762428465
All Population,Deaths,United States of America,Both,60-64 years,Chronic respiratory diseases,Rate,2023,69.18169168817684,74.2648095209685,63.867712144903024
All Population,Deaths,United States of America,Male,65-69 years,Chronic respiratory diseases,Rate,2023,128.53249553912812,141.1124368278902,116.34325164392365
All Population,Deaths,United States of America,Female,65-69 years,Chronic respiratory diseases,Rate,2023,108.42482726303791,120.70691810895315,97.10146428236177
All Population,Deaths,United States of America,Both,65-69 years,Chronic respiratory diseases,Rate,2023,118.02019910130669,127.06722964705749,109.09532871935755
All Population,Deaths,United States of America,Male,70-74 years,Chronic respiratory diseases,Rate,2023,219.459668547265,242.2478778004124,198.4171407785332
All Population,Deaths,United States of America,Female,70-74 years,Chronic respiratory diseases,Rate,2023,180.60390097355986,203.6715026458304,159.3281872237375
All Population,Deaths,United States of America,Both,70-74 years,Chronic respiratory diseases,Rate,2023,198.67092171940848,213.1056227689528,181.8211221098261
All Population,Deaths,United States of America,Male,75-79 years,Chronic respiratory diseases,Rate,2023,376.8650323561167,415.52408612536703,341.5214392383333
All Population,Deaths,United States of America,Female,75-79 years,Chronic respiratory diseases,Rate,2023,321.59303006105296,364.4114868233065,276.0693070853149
All Population,Deaths,United States of America,Both,75-79 years,Chronic respiratory diseases,Rate,2023,346.6717736552342,376.82249053153686,314.5531516028506
All Population,Deaths,United States of America,Male,<1 year,Chronic respiratory diseases,Rate,2023,0.9416738511673769,1.2191039735001385,0.7133036303540325
All Population,Deaths,United States of America,Female,<1 year,Chronic respiratory diseases,Rate,2023,0.9763818067206266,1.3215153652576885,0.6704612688594987
All Population,Deaths,United States of America,Both,<1 year,Chronic respiratory diseases,Rate,2023,0.9586494984618805,1.1823081351001183,0.7685814702354408
All Population,Deaths,United States of America,Male,80-84 years,Chronic respiratory diseases,Rate,2023,605.8002679741014,679.7941634835081,524.2146776410937
All Population,Deaths,United States of America,Female,80-84 years,Chronic respiratory diseases,Rate,2023,500.471408219147,579.576294633343,388.47499079597156
All Population,Deaths,United States of America,Both,80-84 years,Chronic respiratory diseases,Rate,2023,545.711285840207,607.8428982558047,467.04320247809795
All Population,Deaths,United States of America,Male,85-89 years,Chronic respiratory diseases,Rate,2023,932.7860200123982,1072.0882907219843,781.0173302160863
All Population,Deaths,United States of America,Female,85-89 years,Chronic respiratory diseases,Rate,2023,744.865194120906,889.7395596991455,551.7538662475386
