population_group,measure,location,sex,age,cause,metric,year,val,upper,lower
All Population,Deaths,United States of America,Male,15-19 years,Other non-communicable diseases,Rate,2023,2.086079068764515,2.50193174909874,1.7291351067790863
All Population,Deaths,United States of America,Female,15-19 years,Other non-communicable diseases,Rate,2023,1.7597767365052965,2.0496400106545183,1.510907824390669
All Population,Deaths,United States of America,Both,15-19 years,Other non-communicable diseases,Rate,2023,1.9268703740303907,2.145989875758444,1.7081345440029134
All Population,Deaths,United States of America,Male,20-24 years,Other non-communicable diseases,Rate,2023,2.4897970219080303,2.9477303944077544,2.1219679057171246
All Population,Deaths,United States of America,Female,20-24 years,Other non-communicable diseases,Rate,2023,2.138190693984339,2.457251958294361,1.8381756162376968
All Population,Deaths,United States of America,Both,20-24 years,Other non-communicable diseases,Rate,2023,2.317328224026414,2.576239381323506,2.056590083170073
All Population,Deaths,United States of America,Male,25-29 years,Other non-communicable diseases,Rate,2023,3.346745109419102,3.8950893684342613,2.8476493131810714
All Population,Deaths,United States of America,Female,25-29 years,Other non-communicable diseases,Rate,2023,2.5739568913329824,2.9789799384829307,2.2162233835816036
All Population,Deaths,United States of America,Both,25-29 years,Other non-communicable diseases,Rate,2023,2.9668002310509305,3.3050470931815643,2.6423397972696647
All Population,Deaths,United States of America,Male,30-34 years,Other non-communicable diseases,Rate,2023,4.449758739548815,5.148679562256332,3.7946461763476713
All Population,Deaths,United States of America,Female,30-34 years,Other non-communicable diseases,Rate,2023,3.4733777541477826,3.9988471711462084,3.0012730334504827
All Population,Deaths,United States of America,Both,30-34 years,Other non-communicable diseases,Rate,2023,3.9676895559059595,4.40367927759106,3.558519108105646
All Population,Deaths,United States of America,Male,35-39 years,Other non-communicable diseases,Rate,2023,6.019156692389481,6.844065588005362,5.26489986305701
All Population,Deaths,United States of America,Female,35-39 years,Other non-communicable diseases,Rate,2023,4.734832688146348,5.3510431050600795,4.246896989723985
All Population,Deaths,United States of America,Both,35-39 years,Other non-communicable diseases,Rate,2023,5.385343294796661,5.87120429497833,4.87892342329559
All Population,Deaths,United States of America,Male,40-44 years,Other non-communicable diseases,Rate,2023,8.062159960832885,8.986031851028942,7.203925098520864
All Population,Deaths,United States of America,Female,40-44 years,Other non-communicable diseases,Rate,2023,6.899965757280445,7.608147527311648,6.224489484506775
All Population,Deaths,United States of America,Both,40-44 years,Other non-communicable diseases,Rate,2023,7.485194584434172,8.03015443389064,6.924702467223437
All Population,Deaths,United States of America,Male,45-49 years,Other non-communicable diseases,Rate,2023,10.592145632148918,11.46115027714605,9.645227334901872
All Population,Deaths,United States of America,Female,45-49 years,Other non-communicable diseases,Rate,2023,8.946000411884501,9.759957329703639,8.23168490141394
All Population,Deaths,United States of America,Both,45-49 years,Other non-communicable diseases,Rate,2023,9.76987968229912,10.350782483649313,9.109371982998635
All Population,Deaths,United States of America,Male,50-54 years,Other non-communicable diseases,Rate,2023,15.109330325146026,16.106564163325608,14.086934747672652
All Population,Deaths,United States of America,Female,50-54 years,Other non-communicable diseases,Rate,2023,11.717795561922015,12.590700522382278,10.867696722836657
All Population,Deaths,United States of America,Both,50-54 years,Other non-communicable diseases,Rate,2023,13.411682199410201,14.028240636369233,12.735108019422455
All Population,Deaths,United States of America,Male,55-59 years,Other non-communicable diseases,Rate,2023,23.350720877812055,24.56928456272219,22.14526450809426
All Population,Deaths,United States of America,Female,55-59 years,Other non-communicable diseases,Rate,2023,17.610266292620928,18.600747755634565,16.492138761481833
All Population,Deaths,United States of America,Both,55-59 years,Other non-communicable diseases,Rate,2023,20.450694441924337,21.18354871438385,19.52562086577951
All Population,Deaths,United States of America,Male,60-64 years,Other non-communicable diseases,Rate,2023,33.447440149136824,34.98538749665162,32.0538237751164
All Population,Deaths,United States of America,Female,60-64 years,Other non-communicable diseases,Rate,2023,25.537124637811463,27.055234590003334,23.805155475001463
All Population,Deaths,United States of America,Both,60-64 years,Other non-communicable diseases,Rate,2023,29.396488190873182,30.504809989874623,28.2146717037742
All Population,Deaths,United States of America,Male,65-69 years,Other non-communicable diseases,Rate,2023,45.058689584331766,47.301883671764195,42.79450691125426
All Population,Deaths,United States of America,Female,65-69 years,Other non-communicable diseases,Rate,2023,35.61366749810805,37.75329829768209,32.83034960920873
All Population,Deaths,United States of America,Both,65-69 years,Other non-communicable diseases,Rate,2023,40.12082853207754,41.782017644240355,37.964742244429715
All Population,Deaths,United States of America,Male,70-74 years,Other non-communicable diseases,Rate,2023,61.46363978873913,64.61167170113902,58.21028347595203
All Population,Deaths,United States of America,Female,70-74 years,Other non-communicable diseases,Rate,2023,52.11347939732929,55.77017870467976,47.26870541007056
All Population,Deaths,United States of America,Both,70-74 years,Other non-communicable diseases,Rate,2023,56.46108471610658,59.08258963420198,52.98031643960857
All Population,Deaths,United States of America,Male,75-79 years,Other non-communicable diseases,Rate,2023,96.65581549464557,103.08409487701395,89.5029750880824
All Population,Deaths,United States of America,Female,75-79 years,Other non-communicable diseases,Rate,2023,88.31843814494161,97.45655070896278,77.75430304205483
All Population,Deaths,United States of America,Both,75-79 years,Other non-communicable diseases,Rate,2023,92.10138321874136,98.26815480965102,84.55111636530546
All Population,Deaths,United States of America,Male,<1 year,Other non-communicable diseases,Rate,2023,182.7643013355835,211.05850358693195,161.08541857760085
All Population,Deaths,United States of America,Female,<1 year,Other non-communicable diseases,Rate,2023,177.81673077504047,216.33094835970746,149.70654050910156
All Population,Deaths,United States of America,Both,<1 year,Other non-communicable diseases,Rate,2023,180.34444653683025,203.94509862947584,163.52931153702792
All Population,Deaths,United States of America,Male,80-84 years,Other non-communicable diseases,Rate,2023,164.08098573282274,179.60163816898242,144.5600425903503
All Population,Deaths,United States of America,Female,80-84 years,Other non-communicable diseases,Rate,2023,147.69944704420558,167.5775591752143,120.88487515720405
All Population,Deaths,United States of America,Both,80-84 years,Other non-communicable diseases,Rate,2023,154.73549402356002,169.67706911675566,133.3028432063299
All Population,Deaths,United States of America,Male,85-89 years,Other non-communicable diseases,Rate,2023,290.5030559158394,321.5029303761427,239.08098207030804
All Population,Deaths,United States of America,Female,85-89 years,Other non-communicable diseases,Rate,2023,258.81092209140934,298.01048066347465,194.0309034252328
All Population,Deaths,United States of America,Both,85-89 years,Other non-communicable diseases,Rate,2023,271.35000747959316,301.97308111172697,212.7933150361084
All Population,Deaths,United States of America,Male,90-94 years,Other non-communicable diseases,Rate,2023,508.29448443865607,570.482826628774,409.1552616766141
All Population,Deaths,United States of America,Female,90-94 years,Other non-communicable diseases,Rate,2023,467.3123815016354,552.6005127665869,349.22749385492926
All Population,Deaths,United States of America,Both,90-94 years,Other non-communicable diseases,Rate,2023,481.2628884729794,547.8061641192397,368.0011106168151
All Population,Deaths,United States of America,Male,2-4 years,Other non-communicable diseases,Rate,2023,3.735689206187702,4.783479454900963,3.1179822252819918
All Population,Deaths,United States of America,Female,2-4 years,Other non-communicable diseases,Rate,2023,3.862566237830645,5.343484477380701,3.0591751991999208
All Population,Deaths,United States of America,Both,2-4 years,Other non-communicable diseases,Rate,2023,3.7977144767433155,4.653065359971488,3.255554753292343
All Population,Deaths,United States of America,Male,95+ years,Other non-communicable diseases,Rate,2023,730.9807586404776,867.070906939707,542.0027852208364
All Population,Deaths,United States of America,Female,95+ years,Other non-communicable diseases,Rate,2023,784.7300136156513,942.3908564954751,540.4172272366302
All Population,Deaths,United States of America,Both,95+ years,Other non-communicable diseases,Rate,2023,770.0936234800371,898.1807949202754,546.8795822616399
All Population,Deaths,United States of America,Male,<5 years,Substance use disorders,Rate,2023,0.0,0.0,0.0
All Population,Deaths,United States of America,Female,<5 years,Substance use disorders,Rate,2023,0.0,0.0,0.0
All Population,Deaths,United States of America,Both,<5 years,Substance use disorders,Rate,2023,0.0,0.0,0.0
All Population,Deaths,United States of America,Male,5-9 years,Substance use disorders,Rate,2023,0.0,0.0,0.0
All Population,Deaths,United States of America,Female,5-9 years,Substance use disorders,Rate,2023,0.0,0.0,0.0
All Population,Deaths,United States of America,Both,5-9 years,Substance use disorders,Rate,2023,0.0,0.0,0.0
All Population,Deaths,United States of America,Male,10-14 years,Substance use disorders,Rate,2023,0.0,0.0,0.0
All Population,Deaths,United States of America,Female,10-14 years,Substance use disorders,Rate,2023,0.0,0.0,0.0
All Population,Deaths,United States of America,Both,10-14 years,Substance use disorders,Rate,2023,0.0,0.0,0.0
All Population,Deaths,United States of America,Male,15-19 years,Substance use disorders,Rate,2023,9.381362374491168,12.839213344763111,6.581649687649513
All Population,Deaths,United States of America,Female,15-19 years,Substance use disorders,Rate,2023,4.325246816580893,5.757795182476961,3.209290180282002
All Population,Deaths,United States of America,Both,15-19 years,Substance use disorders,Rate,2023,6.914393925855268,8.666380762252762,5.228644675690583
All Population,Deaths,United States of America,Male,20-24 years,Substance use disorders,Rate,2023,33.04953225513579,42.29450169973634,24.898911256005434
All Population,Deaths,United States of America,Female,20-24 years,Substance use disorders,Rate,2023,13.721366108246592,17.27098815563014,10.820942756044545
All Population,Deaths,United States of America,Both,20-24 years,Substance use disorders,Rate,2023,23.568742758839875,28.414743369782265,18.825102634285717
All Population,Deaths,United States of America,Male,25-29 years,Substance use disorders,Rate,2023,60.17616348701444,73.5454250698583,48.20426096788435
All Population,Deaths,United States of America,Female,25-29 years,Substance use disorders,Rate,2023,23.373681419456958,28.267586689033223,19.02946465028515
All Population,Deaths,United States of America,Both,25-29 years,Substance use disorders,Rate,2023,42.08205407184386,49.02394737465606,35.94450520487322
All Population,Deaths,United States of America,Male,30-34 years,Substance use disorders,Rate,2023,83.0537279398509,99.72080909653965,67.71358765438575
All Population,Deaths,United States of America,Female,30-34 years,Substance use disorders,Rate,2023,33.725018024479645,40.89393473041661,27.64098486885014
All Population,Deaths,United States of America,Both,30-34 years,Substance use disorders,Rate,2023,58.69863369424637,67.35676454855958,50.33569154654132
All Population,Deaths,United States of America,Male,35-39 years,Substance use disorders,Rate,2023,94.75508002407386,113.57263828511844,77.97871580992361
All Population,Deaths,United States of America,Female,35-39 years,Substance use disorders,Rate,2023,38.45753693028199,46.864370910784835,31.695832276323827
All Population,Deaths,United States of America,Both,35-39 years,Substance use disorders,Rate,2023,66.97226435877575,76.33625256761965,57.786286226366904
All Population,Deaths,United States of America,Male,40-44 years,Substance use disorders,Rate,2023,98.45575201741167,119.94449181662965,80.4666089474049
All Population,Deaths,United States of America,Female,40-44 years,Substance use disorders,Rate,2023,41.32260326830608,50.71529735695408,33.72341167947185
All Population,Deaths,United States of America,Both,40-44 years,Substance use disorders,Rate,2023,70.092292130835,80.72312865774678,60.197230513792725
All Population,Deaths,United States of America,Male,45-49 years,Substance use disorders,Rate,2023,92.13407780420754,113.43482775459637,75.11578503492629
All Population,Deaths,United States of America,Female,45-49 years,Substance use disorders,Rate,2023,39.20889432150987,48.727235855846025,31.910196429533702
All Population,Deaths,United States of America,Both,45-49 years,Substance use disorders,Rate,2023,65.69742098216545,76.47658017700209,55.045847740467
All Population,Deaths,United States of America,Male,50-54 years,Substance use disorders,Rate,2023,87.76719010064348,109.42931786810094,69.73644202127525
All Population,Deaths,United States of America,Female,50-54 years,Substance use disorders,Rate,2023,37.52919453902808,47.37877798207622,30.1012195604588
All Population,Deaths,United States of America,Both,50-54 years,Substance use disorders,Rate,2023,62.62033330568994,74.7641367602429,51.71560797125382
All Population,Deaths,United States of America,Male,55-59 years,Substance use disorders,Rate,2023,85.61876333720421,105.81365008031852,69.02625768557783
All Population,Deaths,United States of America,Female,55-59 years,Substance use disorders,Rate,2023,34.84340885996136,43.38773944140789,28.33776667957679
All Population,Deaths,United States of America,Both,55-59 years,Substance use disorders,Rate,2023,59.9675073102966,71.3235273321079,50.48839387280038
All Population,Deaths,United States of America,Male,60-64 years,Substance use disorders,Rate,2023,68.926117601431,84.78068659651491,56.4333938712723
All Population,Deaths,United States of America,Female,60-64 years,Substance use disorders,Rate,2023,25.060158185450153,30.449798210632643,20.846404464530465
All Population,Deaths,United States of America,Both,60-64 years,Substance use disorders,Rate,2023,46.46191956244418,54.69765388014188,39.47107415707798
All Population,Deaths,United States of America,Male,65-69 years,Substance use disorders,Rate,2023,48.657097890907494,59.01183656412175,40.480586796576425
All Population,Deaths,United States of America,Female,65-69 years,Substance use disorders,Rate,2023,15.86652799791733,19.052720141953962,13.265391588943238
All Population,Deaths,United States of America,Both,65-69 years,Substance use disorders,Rate,2023,31.514175780435927,36.583731105844834,27.069197414126027
All Population,Deaths,United States of America,Male,70-74 years,Substance use disorders,Rate,2023,27.65855218651651,32.25643577579649,23.83237824451053
All Population,Deaths,United States of America,Female,70-74 years,Substance use disorders,Rate,2023,9.136823323798504,10.365989261133072,7.820447488603997
All Population,Deaths,United States of America,Both,70-74 years,Substance use disorders,Rate,2023,17.748992906523867,20.08552011321817,15.648789555895947
All Population,Deaths,United States of America,Male,75-79 years,Substance use disorders,Rate,2023,18.054522501998946,20.781270152401632,15.419980463634552
All Population,Deaths,United States of America,Female,75-79 years,Substance use disorders,Rate,2023,6.470871360039195,7.589053839609239,5.334561488057008
All Population,Deaths,United States of America,Both,75-79 years,Substance use disorders,Rate,2023,11.72675869559893,13.261122979388697,10.324970173682239
All Population,Deaths,United States of America,Male,<1 year,Substance use disorders,Rate,2023,0.0,0.0,0.0
All Population,Deaths,United States of America,Female,<1 year,Substance use disorders,Rate,2023,0.0,0.0,0.0
All Population,Deaths,United States of America,Both,<1 year,Substance use disorders,Rate,2023,0.0,0.0,0.0
All Population,Deaths,United States of America,Male,80-84 years,Substance use disorders,Rate,2023,14.395596449710903,17.2162313963016,11.723509999475269
All Population,Deaths,United States of America,Female,80-84 years,Substance use disorders,Rate,2023,5.851613231987659,7.101395349073228,4.457028186105632
All Population,Deaths,United States of America,Both,80-84 years,Substance use disorders,Rate,2023,9.521345877583938,11.04796453275224,7.8308572568148405
All Population,Deaths,United States of America,Male,85-89 years,Substance use disorders,Rate,2023,14.237259967269592,17.231537508378562,10.996946463544424
All Population,Deaths,United States of America,Female,85-89 years,Substance use disorders,Rate,2023,6.711466125350396,8.386130812599074,4.729514640790113
All Population,Deaths,United States of America,Both,85-89 years,Substance use disorders,Rate,2023,9.689068457855628,11.543314142850837,7.356402157977414
All Population,Deaths,United States of America,Male,90-94 years,Substance use disorders,Rate,2023,18.41845297042619,22.239907404408832,13.468201193747229
All Population,Deaths,United States of America,Female,90-94 years,Substance use disorders,Rate,2023,8.287286587263418,10.442882163117197,5.660302627877113
All Population,Deaths,United States of America,Both,90-94 years,Substance use disorders,Rate,2023,11.73598485131671,14.082292869874657,8.546078659772897
All Population,Deaths,United States of America,Male,2-4 years,Substance use disorders,Rate,2023,0.0,0.0,0.0
All Population,Deaths,United States of America,Female,2-4 years,Substance use disorders,Rate,2023,0.0,0.0,0.0
All Population,Deaths,United States of America,Both,2-4 years,Substance use disorders,Rate,2023,0.0,0.0,0.0
All Population,Deaths,United States of America,Male,95+ years,Substance use disorders,Rate,2023,23.52211039013493,29.714065049171182,15.772957365508113
All Population,Deaths,United States of America,Female,95+ years,Substance use disorders,Rate,2023,9.829143392228797,12.554993452029313,6.272397464689469
All Population,Deaths,United States of America,Both,95+ years,Substance use disorders,Rate,2023,13.557857533252934,16.69779113333133,9.0754632447669
All Population,Deaths,United States of America,Male,<5 years,Diabetes and kidney diseases,Rate,2023,0.32241615747554486,0.37900619049087436,0.2696021959455191
All Population,Deaths,United States of America,Female,<5 years,Diabetes and kidney diseases,Rate,2023,0.25741847930805234,0.3035673118533926,0.20871262423984396
All Population,Deaths,United States of America,Both,<5 years,Diabetes and kidney diseases,Rate,2023,0.2906344674638135,0.32703735900527003,0.2565841634583408
All Population,Deaths,United States of America,Male,5-9 years,Diabetes and kidney diseases,Rate,2023,0.11832693341242362,0.1397249158440128,0.10183148104866133
All Population,Deaths,United States of America,Female,5-9 years,Diabetes and kidney diseases,Rate,2023,0.10531327936077614,0.12194959039567232,0.0919674212514563
All Population,Deaths,United States of America,Both,5-9 years,Diabetes and kidney diseases,Rate,2023,0.1119695250878184,0.12472224553220675,0.10075870698377214
All Population,Deaths,United States of America,Male,10-14 years,Diabetes and kidney diseases,Rate,2023,0.20022585507317608,0.2325238664297949,0.17158096256816605
All Population,Deaths,United States of America,Female,10-14 years,Diabetes and kidney diseases,Rate,2023,0.1913055404963262,0.22279345687376995,0.1636294593410331
All Population,Deaths,United States of America,Both,10-14 years,Diabetes and kidney diseases,Rate,2023,0.1958758713273878,0.22033824459451715,0.17537243190605925
All Population,Deaths,United States of America,Male,15-19 years,Diabetes and kidney diseases,Rate,2023,0.5700041596954698,0.6463835886507218,0.5006393727344328
All Population,Deaths,United States of America,Female,15-19 years,Diabetes and kidney diseases,Rate,2023,0.5051148287687043,0.580109711506954,0.4297883891367327
All Population,Deaths,United States of America,Both,15-19 years,Diabetes and kidney diseases,Rate,2023,0.5383435043532518,0.5897244738502083,0.4865270885625172
All Population,Deaths,United States of America,Male,20-24 years,Diabetes and kidney diseases,Rate,2023,1.4955921146241635,1.72952904975124,1.2692126637037466
All Population,Deaths,United States of America,Female,20-24 years,Diabetes and kidney diseases,Rate,2023,1.0814499078919728,1.2552206372758545,0.9174504395442308
All Population,Deaths,United States of America,Both,20-24 years,Diabetes and kidney diseases,Rate,2023,1.2924484198876962,1.4205210033411013,1.1619927510279973
All Population,Deaths,United States of America,Male,25-29 years,Diabetes and kidney diseases,Rate,2023,3.000426170212351,3.5024593911026662,2.5479031823023006
All Population,Deaths,United States of America,Female,25-29 years,Diabetes and kidney diseases,Rate,2023,1.8781929495664942,2.1686943903583393,1.5809706116570825
All Population,Deaths,United States of America,Both,25-29 years,Diabetes and kidney diseases,Rate,2023,2.448675050643011,2.7451548508232304,2.179749893908209
All Population,Deaths,United States of America,Male,30-34 years,Diabetes and kidney diseases,Rate,2023,5.267243403854308,6.137756149012607,4.423212526484954
All Population,Deaths,United States of America,Female,30-34 years,Diabetes and kidney diseases,Rate,2023,3.414092811881397,3.931920142677616,2.9066515111195095
All Population,Deaths,United States of America,Both,30-34 years,Diabetes and kidney diseases,Rate,2023,4.3522862238220315,4.86057210419012,3.8723421684254364
All Population,Deaths,United States of America,Male,35-39 years,Diabetes and kidney diseases,Rate,2023,9.186173853082227,10.591121378200965,7.832135021869001
All Population,Deaths,United States of America,Female,35-39 years,Diabetes and kidney diseases,Rate,2023,5.866354104061381,6.643834314863691,5.107525012990861
All Population,Deaths,United States of America,Both,35-39 years,Diabetes and kidney diseases,Rate,2023,7.547844095504695,8.353047939798149,6.724068080263138
All Population,Deaths,United States of America,Male,40-44 years,Diabetes and kidney diseases,Rate,2023,15.673658840928157,18.071170800306813,13.495271744154996
All Population,Deaths,United States of America,Female,40-44 years,Diabetes and kidney diseases,Rate,2023,9.339397561051793,10.467290507407624,8.135027407937537
All Population,Deaths,United States of America,Both,40-44 years,Diabetes and kidney diseases,Rate,2023,12.52904718103462,13.821405400705721,11.260651100115217
All Population,Deaths,United States of America,Male,45-49 years,Diabetes and kidney diseases,Rate,2023,26.880162766775815,30.43335015395268,23.63458457973814
All Population,Deaths,United States of America,Female,45-49 years,Diabetes and kidney diseases,Rate,2023,15.195553604869518,16.79784038806924,13.507831571194773
All Population,Deaths,United States of America,Both,45-49 years,Diabetes and kidney diseases,Rate,2023,21.043583993005633,22.95406249416894,19.146310366078172
All Population,Deaths,United States of America,Male,50-54 years,Diabetes and kidney diseases,Rate,2023,43.97103720375035,48.96452673708992,39.252782702150235
All Population,Deaths,United States of America,Female,50-54 years,Diabetes and kidney diseases,Rate,2023,24.883192588106844,27.38756009568304,22.36387371203723
All Population,Deaths,United States of America,Both,50-54 years,Diabetes and kidney diseases,Rate,2023,34.41652990886417,37.26027740637269,31.726380911067046
All Population,Deaths,United States of America,Male,55-59 years,Diabetes and kidney diseases,Rate,2023,68.48328924295406,75.57896710187511,61.50183333453045
All Population,Deaths,United States of America,Female,55-59 years,Diabetes and kidney diseases,Rate,2023,38.165268834476436,41.87659517094932,34.65587255296006
All Population,Deaths,United States of America,Both,55-59 years,Diabetes and kidney diseases,Rate,2023,53.16689585223084,57.047993659234265,49.05361144324562
All Population,Deaths,United States of America,Male,60-64 years,Diabetes and kidney diseases,Rate,2023,103.89957132436192,114.21893485921775,94.0943029966283
All Population,Deaths,United States of America,Female,60-64 years,Diabetes and kidney diseases,Rate,2023,61.64166671476352,67.43699234074927,55.8776656955912
All Population,Deaths,United States of America,Both,60-64 years,Diabetes and kidney diseases,Rate,2023,82.25887428954911,88.06870951515161,76.53411385536572
All Population,Deaths,United States of America,Male,65-69 years,Diabetes and kidney diseases,Rate,2023,149.2414513321215,163.99526143716403,135.41510200691943
All Population,Deaths,United States of America,Female,65-69 years,Diabetes and kidney diseases,Rate,2023,91.39726218053136,99.90203795198721,82.88926217545465
All Population,Deaths,United States of America,Both,65-69 years,Diabetes and kidney diseases,Rate,2023,119.00048777445306,127.1305590155779,110.09328460335713
All Population,Deaths,United States of America,Male,70-74 years,Diabetes and kidney diseases,Rate,2023,221.84698060220745,243.540415714695,200.31874129479246
All Population,Deaths,United States of America,Female,70-74 years,Diabetes and kidney diseases,Rate,2023,143.06884430661134,156.87763091246308,126.48082021921954
All Population,Deaths,United States of America,Both,70-74 years,Diabetes and kidney diseases,Rate,2023,179.69883032019376,193.07554374939926,164.69410061035776
All Population,Deaths,United States of America,Male,75-79 years,Diabetes and kidney diseases,Rate,2023,331.6011072972321,367.507719772089,296.6785496321131
All Population,Deaths,United States of America,Female,75-79 years,Diabetes and kidney diseases,Rate,2023,227.0512300688742,252.94181077128104,195.70628783842628
All Population,Deaths,United States of America,Both,75-79 years,Diabetes and kidney diseases,Rate,2023,274.48898254644774,296.20216385659273,246.06330538664974
All Population,Deaths,United States of America,Male,<1 year,Diabetes and kidney diseases,Rate,2023,0.9400940419660618,1.131743651847703,0.7573860768436081
All Population,Deaths,United States of America,Female,<1 year,Diabetes and kidney diseases,Rate,2023,0.7343490055603678,0.8719928339717178,0.5761535207792586
All Population,Deaths,United States of America,Both,<1 year,Diabetes and kidney diseases,Rate,2023,0.8394642262669104,0.9618843244751982,0.7275044808379874
All Population,Deaths,United States of America,Male,80-84 years,Diabetes and kidney diseases,Rate,2023,547.5546664929489,616.4717362366387,473.9842486451225
All Population,Deaths,United States of America,Female,80-84 years,Diabetes and kidney diseases,Rate,2023,369.5101242744174,421.43269480760733,297.28690238396234
All Population,Deaths,United States of America,Both,80-84 years,Diabetes and kidney diseases,Rate,2023,445.98216925623086,495.4835495707138,369.98544209525784
All Population,Deaths,United States of America,Male,85-89 years,Diabetes and kidney diseases,Rate,2023,941.2375600707538,1085.6801750249945,763.769477419805
All Population,Deaths,United States of America,Female,85-89 years,Diabetes and kidney diseases,Rate,2023,661.9253957067846,772.1361402028338,489.126741733493
All Population,Deaths,United States of America,Both,85-89 years,Diabetes and kidney diseases,Rate,2023,772.4360700059814,875.8503335924431,601.5708518700792
All Population,Deaths,United States of America,Male,90-94 years,Diabetes and kidney diseases,Rate,2023,1671.905950533613,1964.3943345006392,1297.000804668419
All Population,Deaths,United States of America,Female,90-94 years,Diabetes and kidney diseases,Rate,2023,1218.403132119429,1447.5438732266157,870.2280931957905
All Population,Deaths,United States of America,Both,90-94 years,Diabetes and kidney diseases,Rate,2023,1372.777695072764,1581.4304406424565,1009.0634169175476
All Population,Deaths,United States of America,Male,2-4 years,Diabetes and kidney diseases,Rate,2023,0.13768784264276573,0.1607319042368559,0.1191324581005979
All Population,Deaths,United States of America,Female,2-4 years,Diabetes and kidney diseases,Rate,2023,0.11362644680509427,0.13140506629366375,0.0963842747203395
All Population,Deaths,United States of America,Both,2-4 years,Diabetes and kidney diseases,Rate,2023,0.12592515740768528,0.140972497869842,0.11211487056703674
All Population,Deaths,United States of America,Male,95+ years,Diabetes and kidney diseases,Rate,2023,2383.6148594476813,2856.241385369988,1741.4958793505377
All Population,Deaths,United States of America,Female,95+ years,Diabetes and kidney diseases,Rate,2023,2008.811364008652,2412.6835089523497,1425.095594567077
All Population,Deaths,United States of America,Both,95+ years,Diabetes and kidney diseases,Rate,2023,2110.8736193082136,2506.554098694574,1531.7600532573422
