population_group,measure,location,sex,age,cause,metric,year,val,upper,lower
All Population,Incidence,United States of America,Both,70-74 years,Neoplasms,Rate,2023,13774.37686242061,16867.58146859255,11206.35898221145
All Population,Incidence,United States of America,Both,75-79 years,Neoplasms,Rate,2023,15728.66033621679,18610.89130847703,12889.9189012115
All Population,Incidence,United States of America,Both,<1 year,Neoplasms,Rate,2023,851.2552073386901,1105.57978151764,654.51157331755
All Population,Incidence,United States of America,Both,80-84 years,Neoplasms,Rate,2023,17111.34409314892,20161.14108675037,14516.02609459203
All Population,Incidence,United States of America,Both,85-89 years,Neoplasms,Rate,2023,18135.57728677859,20768.0742114702,15611.921630715311
All Population,Incidence,United States of America,Both,90-94 years,Neoplasms,Rate,2023,18136.13294177667,20963.60660730011,15142.4200435895
All Population,Incidence,United States of America,Both,2-4 years,Neoplasms,Rate,2023,768.3918925540701,969.25725376516,603.47424800569
All Population,Incidence,United States of America,Both,95+ years,Neoplasms,Rate,2023,17436.523381888812,21032.51685645032,14234.35721774611
All Population,Incidence,United States of America,Both,<5 years,Neurological disorders,Rate,2023,48.05404872395,76.94727916764,28.32914026733
All Population,Incidence,United States of America,Both,5-9 years,Neurological disorders,Rate,2023,9786.80077885327,13506.55310755648,6550.971401399849
All Population,Incidence,United States of America,Both,10-14 years,Neurological disorders,Rate,2023,17205.16483370776,22645.23068775527,12863.26970862751
All Population,Incidence,United States of America,Both,15-19 years,Neurological disorders,Rate,2023,15670.295768028831,21220.076235032433,11196.49540876965
All Population,Incidence,United States of America,Both,20-24 years,Neurological disorders,Rate,2023,15608.438802524099,22286.25827927834,10326.73076037903
All Population,Incidence,United States of America,Both,25-29 years,Neurological disorders,Rate,2023,16791.29555945673,22129.101129654067,10534.44641219921
All Population,Incidence,United States of America,Both,30-34 years,Neurological disorders,Rate,2023,17178.68231124065,22926.04591042248,10778.58473064898
All Population,Incidence,United States of America,Both,35-39 years,Neurological disorders,Rate,2023,16068.022181168859,21515.19142170994,10547.54575959343
All Population,Incidence,United States of America,Both,40-44 years,Neurological disorders,Rate,2023,14527.33742421597,19707.29888842568,10486.171451027889
All Population,Incidence,United States of America,Both,45-49 years,Neurological disorders,Rate,2023,13969.13035718611,19897.41283033957,8470.85486705665
All Population,Incidence,United States of America,Both,50-54 years,Neurological disorders,Rate,2023,14675.36127949815,20414.36051934678,10349.526717864619
All Population,Incidence,United States of America,Both,55-59 years,Neurological disorders,Rate,2023,13931.111994621078,18647.19228119481,9662.72413580406
All Population,Incidence,United States of America,Both,60-64 years,Neurological disorders,Rate,2023,12358.1798875607,17435.38351317962,8201.282203887531
All Population,Incidence,United States of America,Both,65-69 years,Neurological disorders,Rate,2023,11004.61959965089,15322.35044339931,7712.93657851676
All Population,Incidence,United States of America,Both,70-74 years,Neurological disorders,Rate,2023,11634.94778090791,15414.8763745571,7975.65999988809
All Population,Incidence,United States of America,Both,75-79 years,Neurological disorders,Rate,2023,11993.303880549309,16221.20449689046,8376.302231841639
All Population,Incidence,United States of America,Both,<1 year,Neurological disorders,Rate,2023,50.91419036133,79.83901168822001,30.512633458190003
All Population,Incidence,United States of America,Both,80-84 years,Neurological disorders,Rate,2023,12277.34691022175,16076.33571030891,8863.28011435469
All Population,Incidence,United States of America,Both,85-89 years,Neurological disorders,Rate,2023,13336.29369502192,16914.98850744797,10299.390031609559
All Population,Incidence,United States of America,Both,90-94 years,Neurological disorders,Rate,2023,15643.85027321274,20248.62513250402,12076.61863535547
All Population,Incidence,United States of America,Both,2-4 years,Neurological disorders,Rate,2023,47.01367427406,80.81918485874999,25.82426857498
All Population,Incidence,United States of America,Both,95+ years,Neurological disorders,Rate,2023,18542.36024608204,24026.852673793008,13314.598844633729
All Population,Incidence,United States of America,Both,<5 years,Mental disorders,Rate,2023,717.00989710708,1147.42691961175,418.08173471976005
All Population,Incidence,United States of America,Both,5-9 years,Mental disorders,Rate,2023,3907.77791976838,4948.32176545988,2909.57985086009
All Population,Incidence,United States of America,Both,10-14 years,Mental disorders,Rate,2023,7984.683642821599,9737.0143773777,6303.82023223822
All Population,Incidence,United States of America,Both,15-19 years,Mental disorders,Rate,2023,9430.81350797663,11449.36138544628,7655.380455776791
All Population,Incidence,United States of America,Both,20-24 years,Mental disorders,Rate,2023,7825.09827846013,9702.73085233878,6291.8036243691895
All Population,Incidence,United States of America,Both,25-29 years,Mental disorders,Rate,2023,7370.32544457753,8901.56905661014,6055.20493447259
All Population,Incidence,United States of America,Both,30-34 years,Mental disorders,Rate,2023,6890.22095681754,8261.671287695151,5747.23800538993
All Population,Incidence,United States of America,Both,35-39 years,Mental disorders,Rate,2023,6787.218337238771,8265.77257293868,5733.78134533738
All Population,Incidence,United States of America,Both,40-44 years,Mental disorders,Rate,2023,6513.064813500349,7823.41628936418,5467.55608750996
All Population,Incidence,United States of America,Both,45-49 years,Mental disorders,Rate,2023,6222.02926835166,7271.73925354001,5032.40980193457
All Population,Incidence,United States of America,Both,50-54 years,Mental disorders,Rate,2023,6097.8414272460595,7113.193259944061,5007.5737222717
All Population,Incidence,United States of America,Both,55-59 years,Mental disorders,Rate,2023,5602.83926601389,6724.61200495867,4630.55238019416
All Population,Incidence,United States of America,Both,60-64 years,Mental disorders,Rate,2023,5479.151550543989,6559.53380072199,4537.5926896805
All Population,Incidence,United States of America,Both,65-69 years,Mental disorders,Rate,2023,5284.57952657701,6354.05542983067,4377.60758432204
All Population,Incidence,United States of America,Both,70-74 years,Mental disorders,Rate,2023,4980.18617151245,5966.51558599953,4029.29484160074
All Population,Incidence,United States of America,Both,75-79 years,Mental disorders,Rate,2023,4902.90709718167,5839.73390329388,3867.83392266496
All Population,Incidence,United States of America,Both,<1 year,Mental disorders,Rate,2023,1617.8676231580698,4118.6089110187595,477.14143231286
All Population,Incidence,United States of America,Both,80-84 years,Mental disorders,Rate,2023,4761.38752936925,5763.56702859705,3888.44106135378
All Population,Incidence,United States of America,Both,85-89 years,Mental disorders,Rate,2023,4747.51012871931,5545.55690602515,3938.0722847215798
All Population,Incidence,United States of America,Both,90-94 years,Mental disorders,Rate,2023,4827.6510331199,5896.495545801679,4044.34924072805
All Population,Incidence,United States of America,Both,2-4 years,Mental disorders,Rate,2023,660.62926560496,1105.19671063635,387.00879521759003
All Population,Incidence,United States of America,Both,95+ years,Mental disorders,Rate,2023,4976.5486977291,6375.572879073089,3973.4178245111502
All Population,Incidence,United States of America,Both,<5 years,Injuries,Rate,2023,14802.0238190892,17865.21832096262,12364.03210253713
All Population,Incidence,United States of America,Both,5-9 years,Injuries,Rate,2023,18990.93629664836,24770.51699818936,14651.985013679669
All Population,Incidence,United States of America,Both,10-14 years,Injuries,Rate,2023,20947.87319598658,27711.97590484401,16106.65674938129
All Population,Incidence,United States of America,Both,15-19 years,Injuries,Rate,2023,22733.92688844202,29523.438477488016,18136.5757883165
All Population,Incidence,United States of America,Both,20-24 years,Injuries,Rate,2023,23737.05335174029,29994.69432039162,18764.94067967991
All Population,Incidence,United States of America,Both,25-29 years,Injuries,Rate,2023,22195.31413865003,27646.88770935746,18343.82543484318
All Population,Incidence,United States of America,Both,30-34 years,Injuries,Rate,2023,20130.45999212344,24489.87315810394,16095.23857814654
All Population,Incidence,United States of America,Both,35-39 years,Injuries,Rate,2023,19030.39185575859,22917.09503286357,15555.5928879761
All Population,Incidence,United States of America,Both,40-44 years,Injuries,Rate,2023,19693.29180241845,24607.457034085688,15905.60529600714
All Population,Incidence,United States of America,Both,45-49 years,Injuries,Rate,2023,26600.039680870992,33176.42976753334,19959.06754399252
All Population,Incidence,United States of America,Both,50-54 years,Injuries,Rate,2023,31575.98733894516,39269.86818556809,24223.56890133444
All Population,Incidence,United States of America,Both,55-59 years,Injuries,Rate,2023,32449.084392925244,39951.67554534517,25399.765392513003
All Population,Incidence,United States of America,Both,60-64 years,Injuries,Rate,2023,31371.82757491005,39901.41405826428,24372.7252125985
All Population,Incidence,United States of America,Both,65-69 years,Injuries,Rate,2023,28706.82726569712,37346.64730614199,22437.08060820543
All Population,Incidence,United States of America,Both,70-74 years,Injuries,Rate,2023,29157.11965564506,36423.6629986518,22501.699411775662
All Population,Incidence,United States of America,Both,75-79 years,Injuries,Rate,2023,28926.72846348801,35596.728069972574,22877.034731928718
All Population,Incidence,United States of America,Both,<1 year,Injuries,Rate,2023,14228.98715836152,16453.470876266223,12337.97022216542
All Population,Incidence,United States of America,Both,80-84 years,Injuries,Rate,2023,28371.103628870846,34791.56298217838,22732.241836694287
All Population,Incidence,United States of America,Both,85-89 years,Injuries,Rate,2023,29388.216760438278,36113.49950861157,23201.36283282602
All Population,Incidence,United States of America,Both,90-94 years,Injuries,Rate,2023,32510.90081359369,39604.407266465976,26472.44686794303
All Population,Incidence,United States of America,Both,2-4 years,Injuries,Rate,2023,15510.327513992059,19778.46919895602,12493.286663148601
All Population,Incidence,United States of America,Both,95+ years,Injuries,Rate,2023,37279.06301661072,52946.30155249657,27419.80382311305
